,age,father,mother
3824,19,Non Interview,Non Interview
3825,0,Don't Know,No
3826,0,No,No
3827,0,No,No
3828,0,No,No
3829,24,No,No
3830,0,No,No
3831,0,No,No
3832,0,No,No
3833,0,Non Interview,Non Interview
3834,0,No,No
3835,0,Non Interview,Non Interview
3836,0,Non Interview,Non Interview
3837,0,No,No
3838,0,No,No
3839,0,Yes,No
3840,0,No,No
3841,0,No,No
3842,0,No,No
3843,0,No,No
3844,0,Valid Skip,No
3845,0,No,No
3846,0,Yes,No
3847,0,No,No
3848,0,No,No
3849,0,No,No
3850,0,No,No
3851,0,Non Interview,Non Interview
3852,0,No,No
3853,0,No,No
3854,0,No,No
3855,0,No,No
3856,0,Yes,No
3857,0,Don't Know,No
3858,0,Yes,No
3859,0,No,No
3860,0,No,No
3861,0,No,No
3862,0,No,No
3863,0,Non Interview,Non Interview
3864,0,No,No
3865,0,Non Interview,Non Interview
3866,0,No,No
3867,23,No,No
3868,0,No,No
3869,0,No,No
3870,0,No,No
3871,0,No,No
3872,0,No,No
3873,0,Non Interview,Non Interview
3874,0,No,No
3875,0,No,No
3876,0,Valid Skip,No
3877,0,Don't Know,No
3878,0,No,No
3879,26,No,No
3880,0,No,No
3881,0,No,No
3882,0,No,No
3883,0,No,Don't Know
3884,0,No,No
3885,0,No,No
3886,0,No,No
3887,0,Non Interview,Non Interview
3888,0,Non Interview,Non Interview
3889,0,No,No
3890,0,No,No
3891,0,Non Interview,Non Interview
3892,0,Non Interview,Non Interview
3893,0,Non Interview,Non Interview
3894,0,No,No
3895,0,No,No
3896,0,Non Interview,Non Interview
3897,0,No,No
3898,0,No,No
3899,0,Non Interview,Non Interview
3900,0,No,No
3901,0,No,No
3902,0,No,No
3903,0,Yes,No
3904,0,Non Interview,Non Interview
3905,0,Yes,No
3906,0,No,No
3907,0,Non Interview,Non Interview
3908,0,No,No
3909,29,Non Interview,Non Interview
3910,0,No,No
3911,19,Yes,Yes
3912,0,Yes,Yes
3913,18,No,No
3914,0,No,No
3915,24,No,No
3916,0,Non Interview,Non Interview
3917,0,No,No
3918,0,No,No
3919,20,No,No
3920,0,No,Yes
3921,0,Valid Skip,Yes
3922,0,No,No
3923,0,Non Interview,Non Interview
3924,0,No,No
3925,0,No,No
3926,0,No,No
3927,0,Non Interview,Non Interview
3928,0,No,No
3929,0,No,No
3930,0,No,No
3931,0,No,No
3932,22,No,No
3933,0,No,No
3934,0,No,No
3935,0,No,No
3936,0,Don't Know,No
3937,0,No,No
3938,0,Non Interview,Non Interview
3939,0,No,No
3940,30,No,No
3941,0,Non Interview,Non Interview
3942,0,No,No
3943,0,No,Don't Know
3944,0,Non Interview,Non Interview
3945,0,No,No
3946,0,No,No
3947,0,No,No
3948,22,No,No
3949,0,No,No
3950,0,No,No
3951,0,Non Interview,Non Interview
3952,0,No,No
3953,0,Non Interview,Non Interview
3954,0,Non Interview,Non Interview
3955,0,No,No
3956,0,No,No
3957,0,Valid Skip,No
3958,0,No,No
3959,0,No,No
3960,23,No,No
3961,0,No,No
3962,0,No,No
3963,0,Yes,No
3964,21,Yes,No
3965,0,Non Interview,Non Interview
3966,0,No,No
3967,0,No,No
3968,0,Non Interview,Non Interview
3969,0,No,No
3970,0,No,No
3971,0,No,No
3972,0,No,No
3973,0,Valid Skip,No
3974,19,No,No
3975,0,No,No
3976,0,Non Interview,Non Interview
3977,0,Non Interview,Non Interview
3978,0,Non Interview,Non Interview
3979,0,Non Interview,Non Interview
3980,0,Non Interview,Non Interview
3981,0,No,No
3982,0,No,No
3983,0,No,No
3984,0,Non Interview,Non Interview
3985,18,No,No
3986,0,No,No
3987,0,Non Interview,Non Interview
3988,0,Non Interview,Non Interview
3989,0,Non Interview,Non Interview
3990,0,No,No
3991,18,No,No
3992,0,No,No
3993,0,No,No
3994,0,No,No
3995,0,No,No
3996,0,No,No
3997,0,No,No
3998,0,No,No
3999,0,No,No
4000,0,Don't Know,No
4001,0,Non Interview,Non Interview
4002,0,No,No
4003,0,Non Interview,Non Interview
4004,0,No,No
4005,0,No,No
4006,0,No,No
4007,0,No,No
4008,0,Non Interview,Non Interview
4009,0,No,No
4010,0,No,No
4011,0,No,No
4012,0,No,No
4013,0,Non Interview,Non Interview
4014,0,No,No
4015,0,No,No
4016,0,No,No
4017,0,No,No
4018,0,No,No
4019,0,Non Interview,Non Interview
4020,0,Don't Know,No
4021,0,No,No
4022,0,Valid Skip,No
4023,28,Valid Skip,No
4024,0,No,No
4025,21,No,No
4026,0,Non Interview,Non Interview
4027,0,No,No
4028,0,No,No
4029,0,Non Interview,Non Interview
4030,0,Non Interview,Non Interview
4031,0,No,No
4032,0,Non Interview,Non Interview
4033,28,Non Interview,Non Interview
4034,23,Non Interview,Non Interview
4035,0,No,Don't Know
4036,0,No,No
4037,0,No,No
4038,28,Non Interview,Non Interview
4039,0,No,No
4040,0,Non Interview,Non Interview
4041,0,No,No
4042,0,Yes,No
4043,0,No,No
4044,0,No,No
4045,0,No,No
4046,18,Non Interview,Non Interview
4047,0,No,No
4048,0,No,No
4049,0,No,No
4050,0,Yes,No
4051,0,No,No
4052,0,No,No
4053,25,No,No
4054,0,No,No
4055,0,Non Interview,Non Interview
4056,0,No,No
4057,0,Non Interview,Non Interview
4058,0,Non Interview,Non Interview
4059,0,Non Interview,Non Interview
4060,0,No,No
4061,0,No,No
4062,0,Valid Skip,No
4063,0,No,No
4064,0,No,No
4065,0,No,Yes
4066,0,No,Yes
4067,0,No,No
4068,0,No,No
4069,0,Valid Skip,No
4070,0,No,No
4071,0,No,No
4072,0,Non Interview,Non Interview
4073,0,Non Interview,Non Interview
4074,0,Valid Skip,No
4075,0,No,No
4076,27,Don't Know,No
4077,0,No,No
4078,0,Non Interview,Non Interview
4079,0,No,No
4080,0,No,No
4081,0,No,No
4082,0,No,No
4083,25,Yes,No
4084,0,No,No
4085,18,No,No
4086,0,Non Interview,Non Interview
4087,0,No,No
4088,0,No,No
4089,0,No,No
4090,0,No,No
4091,0,No,No
4092,0,Non Interview,Non Interview
4093,0,No,No
4094,0,No,No
4095,0,Non Interview,Non Interview
4096,0,Non Interview,Non Interview
4097,0,No,No
4098,0,No,No
4099,0,No,No
4100,0,No,No
4101,0,No,No
4102,0,Non Interview,Non Interview
4103,0,Non Interview,Non Interview
4104,0,Non Interview,Non Interview
4105,0,No,No
4106,0,Non Interview,Non Interview
4107,0,Non Interview,Non Interview
4108,0,No,No
4109,15,No,No
4110,0,No,No
4111,22,No,No
4112,0,No,Don't Know
4113,19,No,No
4114,0,No,No
4115,20,No,No
4116,0,No,No
4117,0,Don't Know,No
4118,0,No,No
4119,0,No,No
4120,0,Non Interview,Non Interview
4121,0,No,No
4122,0,No,No
4123,0,No,No
4124,0,Non Interview,Non Interview
4125,0,No,No
4126,0,No,No
4127,0,No,No
4128,0,No,No
4129,0,No,No
4130,0,No,No
4131,0,No,No
4132,0,No,No
4133,0,No,No
4134,25,No,No
4135,0,No,No
4136,0,Non Interview,Non Interview
4137,0,No,No
4138,0,No,No
4139,0,No,No
4140,0,Non Interview,Non Interview
4141,0,Non Interview,Non Interview
4142,0,No,No
4143,0,No,No
4144,0,No,No
4145,0,No,No
4146,0,No,No
4147,0,Non Interview,Non Interview
4148,0,No,No
4149,0,No,No
4150,0,No,No
4151,0,No,No
4152,0,Non Interview,Non Interview
4153,0,No,No
4154,0,Non Interview,Non Interview
4155,29,No,No
4156,21,No,No
4157,0,No,No
4158,0,No,No
4159,0,Don't Know,No
4160,0,No,No
4161,0,No,No
4162,21,No,No
4163,18,Non Interview,Non Interview
4164,0,Yes,No
4165,0,No,No
4166,0,No,No
4167,0,No,No
4168,0,No,No
4169,0,No,No
4170,23,No,No
4171,32,No,No
4172,29,Valid Skip,No
4173,0,Valid Skip,No
4174,0,Valid Skip,No
4175,0,No,No
4176,0,No,No
4177,0,Non Interview,Non Interview
4178,0,Non Interview,Non Interview
4179,0,Non Interview,Non Interview
4180,0,No,No
4181,0,No,No
4182,0,Yes,No
4183,0,Yes,Don't Know
4184,0,No,No
4185,0,Don't Know,No
4186,0,Non Interview,Non Interview
4187,0,No,No
4188,0,No,No
4189,0,No,No
4190,0,Non Interview,Non Interview
4191,0,No,No
4192,0,No,No
4193,0,No,No
4194,0,No,No
4195,0,No,No
4196,0,No,No
4197,0,No,No
4198,0,No,No
4199,0,No,No
4200,0,No,No
4201,30,Non Interview,Non Interview
4202,0,No,No
4203,0,No,No
4204,0,Non Interview,Non Interview
4205,0,No,No
4206,0,No,No
4207,0,No,No
4208,18,No,No
4209,0,No,No
4210,0,No,No
4211,29,Non Interview,Non Interview
4212,0,No,No
4213,0,No,No
4214,0,No,No
4215,0,Non Interview,Non Interview
4216,0,No,No
4217,0,No,No
4218,19,No,No
4219,0,No,No
4220,0,Non Interview,Non Interview
4221,0,Non Interview,Non Interview
4222,0,Non Interview,Non Interview
4223,0,Non Interview,Non Interview
4224,0,Non Interview,Non Interview
4225,0,No,No
4226,0,No,No
4227,0,No,No
4228,0,No,No
4229,0,No,No
4230,0,Valid Skip,No
4231,0,No,No
4232,0,No,No
4233,18,Valid Skip,No
4234,0,Yes,No
4235,0,No,Yes
4236,0,No,No
4237,0,Don't Know,No
4238,0,No,No
4239,0,Yes,No
4240,0,Non Interview,Non Interview
4241,0,Non Interview,Non Interview
4242,0,No,No
4243,0,No,No
4244,0,Yes,No
4245,29,Non Interview,Non Interview
4246,0,No,No
4247,0,No,No
4248,25,No,No
4249,0,No,No
4250,25,Non Interview,Non Interview
4251,0,No,No
4252,20,Non Interview,Non Interview
4253,0,No,No
4254,0,No,No
4255,0,No,No
4256,0,No,No
4257,0,Non Interview,Non Interview
4258,0,No,No
4259,0,No,No
4260,0,Yes,No
4261,25,Valid Skip,No
4262,0,No,No
4263,0,Non Interview,Non Interview
4264,0,No,No
4265,0,No,No
4266,0,No,No
4267,0,Non Interview,Non Interview
4268,0,Non Interview,Non Interview
4269,0,No,No
4270,0,No,No
4271,0,No,No
4272,0,No,No
4273,0,No,No
4274,23,No,No
4275,0,No,No
4276,0,No,No
4277,0,No,No
4278,0,No,No
4279,0,No,No
4280,0,No,No
4281,21,No,No
4282,0,No,No
4283,0,Non Interview,Non Interview
4284,0,No,No
4285,0,No,No
4286,0,No,No
4287,0,No,No
4288,0,No,No
4289,18,No,No
4290,0,No,No
4291,0,Non Interview,Non Interview
4292,0,Non Interview,Non Interview
4293,0,Don't Know,No
4294,0,Valid Skip,No
4295,0,Valid Skip,No
4296,0,Non Interview,Non Interview
4297,0,No,No
4298,0,No,No
4299,0,Valid Skip,No
4300,21,Valid Skip,No
4301,17,Yes,No
4302,0,Yes,No
4303,0,Don't Know,No
4304,0,Valid Skip,No
4305,0,No,No
4306,0,No,No
4307,0,No,No
4308,0,Non Interview,Non Interview
4309,0,Non Interview,Non Interview
4310,15,Valid Skip,No
4311,33,Valid Skip,No
4312,24,No,No
4313,19,No,No
4314,0,No,No
4315,0,No,No
4316,0,No,No
4317,0,Non Interview,Non Interview
4318,0,No,No
4319,17,No,No
4320,0,No,No
4321,0,No,No
4322,0,No,No
4323,0,Non Interview,Non Interview
4324,0,No,No
4325,0,No,No
4326,0,Non Interview,Non Interview
4327,28,Non Interview,Non Interview
4328,0,No,No
4329,0,Non Interview,Non Interview
4330,0,Non Interview,Non Interview
4331,0,No,No
4332,0,No,No
4333,0,Non Interview,Non Interview
4334,0,Non Interview,Non Interview
4335,0,No,No
4336,0,No,No
4337,0,No,No
4338,0,No,No
4339,0,No,No
4340,27,No,No
4341,23,Don't Know,No
4342,18,No,No
4343,0,No,No
4344,0,Don't Know,No
4345,0,No,No
4346,0,No,No
4347,0,Yes,No
4348,0,No,No
4349,0,No,No
4350,0,Non Interview,Non Interview
4351,0,Non Interview,Non Interview
4352,0,No,No
4353,0,No,No
4354,0,Non Interview,Non Interview
4355,0,No,No
4356,0,No,No
4357,0,No,No
4358,0,Non Interview,Non Interview
4359,0,No,No
4360,0,Non Interview,Non Interview
4361,0,No,No
4362,0,No,No
4363,0,No,No
4364,0,No,No
4365,0,No,No
4366,0,Valid Skip,No
4367,0,No,No
4368,0,No,No
4369,0,No,No
4370,0,No,No
4371,0,No,No
4372,0,Non Interview,Non Interview
4373,0,Non Interview,Non Interview
4374,0,No,No
4375,0,Non Interview,Non Interview
4376,25,No,No
4377,0,No,No
4378,0,No,No
4379,0,No,No
4380,0,No,No
4381,0,No,No
4382,0,No,No
4383,0,No,No
4384,0,No,No
4385,0,No,No
4386,20,No,No
4387,27,No,No
4388,0,No,No
4389,0,No,No
4390,0,No,No
4391,18,Non Interview,Non Interview
4392,0,No,No
4393,24,No,No
4394,0,Non Interview,Non Interview
4395,0,No,No
4396,0,No,No
4397,0,No,No
4398,0,No,No
4399,0,No,No
4400,0,No,No
4401,0,Non Interview,Non Interview
4402,0,No,No
4403,0,Non Interview,Non Interview
4404,0,No,No
4405,0,Non Interview,Non Interview
4406,0,Non Interview,Non Interview
4407,20,No,No
4408,0,No,No
4409,0,No,No
4410,0,Non Interview,Non Interview
4411,0,Non Interview,Non Interview
4412,21,Non Interview,Non Interview
4413,0,No,No
4414,0,No,No
4415,0,No,No
4416,0,Don't Know,No
4417,0,No,No
4418,0,No,No
4419,0,Non Interview,Non Interview
4420,0,No,No
4421,0,Yes,No
4422,0,No,No
4423,0,No,No
4424,0,No,No
4425,0,No,No
4426,0,Non Interview,Non Interview
4427,0,No,No
4428,0,Valid Skip,No
4429,0,No,No
4430,0,Non Interview,Non Interview
4431,0,No,No
4432,0,No,No
4433,23,No,No
4434,26,No,No
4435,0,No,No
4436,0,No,No
4437,0,No,No
4438,0,No,No
4439,0,No,No
4440,0,No,No
4441,0,No,No
4442,0,No,No
4443,0,No,No
4444,0,No,No
4445,0,No,No
4446,0,No,No
4447,0,No,No
4448,0,No,No
4449,0,No,No
4450,0,No,No
4451,0,No,No
4452,0,No,No
4453,31,No,No
4454,28,No,No
4455,0,No,No
4456,0,No,No
4457,0,No,No
4458,0,No,No
4459,0,Yes,No
4460,24,No,No
4461,0,No,No
4462,0,Non Interview,Non Interview
4463,0,Non Interview,Non Interview
4464,0,Non Interview,Non Interview
4465,0,No,No
4466,0,No,No
4467,0,No,No
4468,0,Non Interview,Non Interview
4469,0,No,No
4470,0,No,No
4471,0,No,No
4472,0,Yes,No
4473,0,Non Interview,Non Interview
4474,0,No,No
4475,0,Non Interview,Non Interview
4476,18,No,No
4477,0,Yes,No
4478,0,No,No
4479,0,Non Interview,Non Interview
4480,0,No,No
4481,0,No,No
4482,0,No,No
4483,0,No,No
4484,0,No,No
4485,0,Yes,No
4486,0,Yes,No
4487,0,No,No
4488,0,No,No
4489,0,No,No
4490,0,No,No
4491,0,No,Yes
4492,0,No,No
4493,0,Yes,No
4494,0,No,No
4495,0,No,No
4496,0,No,No
4497,0,Non Interview,Non Interview
4498,0,Non Interview,Non Interview
4499,0,Valid Skip,No
4500,0,No,No
4501,0,No,No
4502,0,No,No
4503,0,No,No
4504,0,No,No
4505,0,Non Interview,Non Interview
4506,0,No,No
4507,0,No,No
4508,0,No,No
4509,0,No,No
4510,0,Non Interview,Non Interview
4511,0,No,No
4512,0,No,No
4513,0,Non Interview,Non Interview
4514,0,No,No
4515,0,No,No
4516,0,Non Interview,Non Interview
4517,0,No,No
4518,0,No,No
4519,0,Valid Skip,No
4520,0,Non Interview,Non Interview
4521,0,Don't Know,No
4522,0,Don't Know,No
4523,0,No,No
4524,0,No,No
4525,0,No,No
4526,0,No,No
4527,0,No,No
4528,0,No,No
4529,0,No,No
4530,17,No,No
4531,0,No,No
4532,14,Non Interview,Non Interview
4533,20,No,No
4534,22,No,No
4535,0,No,No
4536,0,No,No
4537,0,No,No
4538,0,No,No
4539,0,No,No
4540,0,No,No
4541,0,No,No
4542,0,No,No
4543,0,No,No
4544,28,No,No
4545,18,No,No
4546,0,No,No
4547,0,Yes,No
4548,0,No,No
4549,0,No,No
4550,0,No,No
4551,0,No,No
4552,0,Non Interview,Non Interview
4553,0,No,No
4554,0,Non Interview,Non Interview
4555,0,Non Interview,Non Interview
4556,27,Non Interview,Non Interview
4557,0,No,No
4558,0,Non Interview,Non Interview
4559,0,Non Interview,Non Interview
4560,0,No,No
4561,29,Non Interview,Non Interview
4562,20,No,No
4563,0,No,No
4564,0,Non Interview,Non Interview
4565,0,No,No
4566,0,Don't Know,No
4567,0,No,No
4568,0,No,No
4569,0,No,No
4570,0,No,No
4571,0,No,No
4572,0,Valid Skip,No
4573,0,No,No
4574,0,No,No
4575,0,No,No
4576,28,No,No
4577,0,No,No
4578,0,No,No
4579,0,Non Interview,Non Interview
4580,0,No,No
4581,0,No,No
4582,0,Valid Skip,Don't Know
4583,0,No,No
4584,0,Non Interview,Non Interview
4585,25,No,No
4586,0,No,No
4587,0,No,No
4588,0,No,No
4589,0,No,No
4590,0,No,No
4591,0,No,No
4592,0,No,No
4593,0,Non Interview,Non Interview
4594,0,Non Interview,Non Interview
4595,0,Non Interview,Non Interview
4596,0,No,No
4597,0,Yes,No
4598,0,No,No
4599,0,Non Interview,Non Interview
4600,0,No,No
4601,0,No,No
4602,0,No,No
4603,0,No,No
4604,0,No,No
4605,0,No,No
4606,0,No,No
4607,0,No,No
4608,0,Non Interview,Non Interview
4609,0,Don't Know,No
4610,0,No,No
4611,0,No,No
4612,0,No,No
4613,22,No,No
4614,0,No,No
4615,0,No,No
4616,17,Non Interview,Non Interview
4617,0,Don't Know,No
4618,0,No,No
4619,0,No,No
4620,0,No,No
4621,0,Non Interview,Non Interview
4622,0,No,No
4623,0,No,No
4624,0,No,No
4625,0,Non Interview,Non Interview
4626,28,No,No
4627,0,No,No
4628,23,Valid Skip,No
4629,0,No,No
4630,0,Non Interview,Non Interview
4631,0,Non Interview,Non Interview
4632,0,No,No
4633,0,Non Interview,Non Interview
4634,0,Valid Skip,No
4635,0,No,No
4636,0,No,No
4637,0,No,No
4638,0,Yes,No
4639,0,No,No
4640,0,Don't Know,No
4641,0,Non Interview,Non Interview
4642,0,Non Interview,Non Interview
4643,0,No,No
4644,0,Valid Skip,No
4645,0,No,No
4646,0,No,No
4647,0,No,No
4648,0,Non Interview,Non Interview
4649,0,No,No
4650,0,No,No
4651,0,No,No
4652,0,No,No
4653,0,Don't Know,No
4654,16,Non Interview,Non Interview
4655,0,No,No
4656,0,No,No
4657,0,No,No
4658,0,No,No
4659,0,No,No
4660,0,No,No
4661,0,No,No
4662,0,No,No
4663,0,No,No
4664,0,Yes,No
4665,0,No,No
4666,0,No,No
4667,0,Valid Skip,Don't Know
4668,0,No,No
4669,0,No,No
4670,0,Valid Skip,No
4671,27,No,No
4672,0,No,No
4673,0,No,No
4674,0,No,No
4675,0,Non Interview,Non Interview
4676,0,No,No
4677,0,No,No
4678,0,Non Interview,Non Interview
4679,20,No,No
4680,0,No,No
4681,0,No,No
4682,0,No,No
4683,0,No,No
4684,0,Valid Skip,No
4685,0,No,No
4686,0,Valid Skip,No
4687,0,No,No
4688,0,No,No
4689,0,No,No
4690,0,No,No
4691,0,No,No
4692,0,Non Interview,Non Interview
4693,0,Non Interview,Non Interview
4694,0,No,No
4695,0,Non Interview,Non Interview
4696,0,No,No
4697,0,No,No
4698,0,No,No
4699,0,No,No
4700,0,No,No
4701,21,Non Interview,Non Interview
4702,0,Non Interview,Non Interview
4703,0,No,No
4704,0,Valid Skip,No
4705,0,No,No
4706,0,No,No
4707,0,No,No
4708,0,No,No
4709,0,Non Interview,Non Interview
4710,0,No,No
4711,0,No,No
4712,0,No,No
4713,0,No,No
4714,0,Non Interview,Non Interview
4715,23,No,No
4716,0,Non Interview,Non Interview
4717,0,No,No
4718,0,No,No
4719,0,No,No
4720,0,No,No
4721,0,No,No
4722,30,No,No
4723,0,No,No
4724,0,No,No
4725,0,No,No
4726,0,Valid Skip,No
4727,0,Non Interview,Non Interview
4728,0,No,No
4729,0,No,No
4730,0,Non Interview,Non Interview
4731,0,No,No
4732,0,No,No
4733,0,No,No
4734,0,No,No
4735,0,Non Interview,Non Interview
4736,0,No,No
4737,0,No,No
4738,0,No,No
4739,0,No,No
4740,0,No,No
4741,0,No,No
4742,0,No,No
4743,0,Valid Skip,No
4744,0,No,No
4745,0,Non Interview,Non Interview
4746,0,No,No
4747,0,No,No
4748,0,No,No
4749,0,No,No
4750,0,No,No
4751,0,No,No
4752,0,Valid Skip,No
4753,0,No,No
4754,0,No,No
4755,0,No,No
4756,21,Non Interview,Non Interview
4757,0,Don't Know,No
4758,0,No,No
4759,0,No,No
4760,0,No,No
4761,0,No,No
4762,0,No,No
4763,0,No,No
4764,0,No,No
4765,0,No,No
4766,30,No,No
4767,0,Don't Know,No
4768,0,No,No
4769,0,No,No
4770,0,No,No
4771,0,Yes,No
4772,0,No,No
4773,0,No,No
4774,0,No,No
4775,0,No,No
4776,0,No,No
4777,0,No,No
4778,0,No,No
4779,0,No,No
4780,0,Non Interview,Non Interview
4781,0,No,No
4782,0,No,No
4783,0,Non Interview,Non Interview
4784,0,No,No
4785,29,No,No
4786,0,No,No
4787,0,No,No
4788,0,No,No
4789,30,Non Interview,Non Interview
4790,0,No,No
4791,0,No,No
4792,0,No,No
4793,0,No,No
4794,0,No,No
4795,0,Non Interview,Non Interview
4796,0,Non Interview,Non Interview
4797,0,Yes,No
4798,0,No,No
4799,31,Non Interview,Non Interview
4800,0,No,No
4801,0,No,No
4802,0,No,No
4803,0,No,No
4804,0,No,No
4805,0,No,No
4806,0,Don't Know,No
4807,0,No,No
4808,0,Non Interview,Non Interview
4809,0,No,No
4810,0,Non Interview,Non Interview
4811,0,No,No
4812,0,Non Interview,Non Interview
4813,0,Non Interview,Non Interview
4814,0,Non Interview,Non Interview
4815,0,Non Interview,Non Interview
4816,0,No,No
4817,0,No,No
4818,0,Non Interview,Non Interview
4819,0,No,No
4820,24,No,No
4821,30,No,No
4822,0,No,No
4823,0,No,No
4824,0,No,No
4825,0,No,No
4826,0,No,No
4827,0,No,No
4828,0,No,No
4829,0,Non Interview,Non Interview
4830,0,No,No
4831,0,No,No
4832,0,No,No
4833,0,Non Interview,Non Interview
4834,0,No,No
4835,0,No,No
4836,18,Non Interview,Non Interview
4837,0,No,No
4838,0,No,No
4839,0,No,No
4840,0,Don't Know,No
4841,0,No,No
4842,0,No,No
4843,0,Non Interview,Non Interview
4844,0,No,No
4845,0,No,No
4846,29,No,No
4847,0,No,No
4848,0,Non Interview,Non Interview
4849,0,Don't Know,No
4850,0,Non Interview,Non Interview
4851,0,No,No
4852,0,No,No
4853,17,No,No
4854,0,No,No
4855,0,Non Interview,Non Interview
4856,0,No,No
4857,0,No,No
4858,0,Non Interview,Non Interview
4859,0,No,No
4860,0,No,No
4861,0,Non Interview,Non Interview
4862,0,No,No
4863,0,No,No
4864,0,No,No
4865,0,No,No
4866,0,Don't Know,No
4867,0,No,No
4868,0,No,No
4869,0,Non Interview,Non Interview
4870,0,No,No
4871,0,No,No
4872,0,Non Interview,Non Interview
4873,0,No,No
4874,0,No,No
4875,21,Non Interview,Non Interview
4876,0,Valid Skip,No
4877,0,No,No
4878,0,No,No
4879,0,No,No
4880,0,No,No
4881,16,Non Interview,Non Interview
4882,0,Don't Know,No
4883,0,No,No
4884,0,Non Interview,Non Interview
4885,0,No,No
4886,0,Non Interview,Non Interview
4887,0,No,No
4888,0,No,No
4889,0,No,No
4890,29,No,No
4891,0,No,No
4892,0,No,No
4893,0,Don't Know,No
4894,0,No,No
4895,0,No,No
4896,0,No,No
4897,24,No,No
4898,18,No,No
4899,0,No,No
4900,0,No,No
4901,0,No,No
4902,0,No,No
4903,0,No,No
4904,0,No,No
4905,0,No,No
4906,0,No,No
4907,0,No,No
4908,0,Non Interview,Non Interview
4909,0,No,No
4910,0,Non Interview,Non Interview
4911,0,No,No
4912,0,Non Interview,Non Interview
4913,0,Non Interview,Non Interview
4914,0,No,No
4915,0,Non Interview,Non Interview
4916,0,Non Interview,Non Interview
4917,23,No,No
4918,0,No,No
4919,0,No,No
4920,24,No,No
4921,0,Non Interview,Non Interview
4922,0,No,No
4923,0,Non Interview,Non Interview
4924,21,No,No
4925,20,No,No
4926,0,No,No
4927,0,Non Interview,Non Interview
4928,0,No,No
4929,0,No,No
4930,0,No,No
4931,0,No,No
4932,0,No,No
4933,0,Non Interview,Non Interview
4934,0,Non Interview,Non Interview
4935,18,No,No
4936,0,No,No
4937,0,Non Interview,Non Interview
4938,18,No,No
4939,0,No,No
4940,0,No,No
4941,32,No,No
4942,19,No,No
4943,0,No,No
4944,0,No,No
4945,0,No,No
4946,29,Yes,No
4947,19,Yes,No
4948,0,Yes,No
4949,21,Valid Skip,Yes
4950,0,Valid Skip,No
4951,0,No,No
4952,0,Non Interview,Non Interview
4953,24,No,No
4954,0,No,No
4955,0,Non Interview,Non Interview
4956,0,No,No
4957,0,No,No
4958,0,No,No
4959,0,No,No
4960,0,No,No
4961,0,Yes,No
4962,26,Yes,No
4963,0,No,No
4964,0,No,No
4965,0,No,No
4966,0,No,No
4967,0,No,Yes
4968,0,Non Interview,Non Interview
4969,0,Non Interview,Non Interview
4970,0,No,No
4971,0,No,No
4972,0,No,No
4973,0,No,No
4974,0,No,No
4975,0,No,No
4976,0,Yes,No
4977,0,Yes,No
4978,0,No,No
4979,0,No,No
4980,0,No,No
4981,0,No,No
4982,0,No,No
4983,0,Non Interview,Non Interview
4984,0,No,No
4985,0,No,No
4986,0,No,No
4987,0,No,No
4988,0,No,No
4989,0,No,No
4990,0,No,No
4991,0,No,No
4992,0,Non Interview,Non Interview
4993,0,No,No
4994,0,Non Interview,Non Interview
4995,0,Non Interview,Non Interview
4996,0,No,No
4997,0,Yes,No
4998,0,No,No
4999,0,No,Yes
5000,0,Don't Know,No
5001,0,No,No
5002,0,No,No
5003,0,No,No
5004,0,No,No
5005,0,No,No
5006,0,No,No
5007,0,Non Interview,Non Interview
5008,0,No,No
5009,0,Non Interview,Non Interview
5010,0,No,No
5011,0,No,No
5012,0,No,No
5013,0,No,No
5014,0,No,No
5015,0,Non Interview,Non Interview
5016,0,No,No
5017,0,No,No
5018,0,No,No
5019,0,No,No
5020,0,Don't Know,No
5021,0,No,No
5022,0,No,No
5023,0,No,No
5024,0,Non Interview,Non Interview
5025,0,No,No
5026,0,Yes,No
5027,0,Yes,No
5028,0,Non Interview,Non Interview
5029,0,No,No
5030,0,Non Interview,Non Interview
5031,0,No,No
5032,0,No,No
5033,23,No,No
5034,0,Non Interview,Non Interview
5035,26,Valid Skip,No
5036,0,Valid Skip,No
5037,0,No,No
5038,0,No,No
5039,0,No,No
5040,0,No,No
5041,0,No,No
5042,0,No,No
5043,0,No,No
5044,0,Non Interview,Non Interview
5045,0,No,No
5046,0,No,No
5047,0,No,No
5048,0,No,No
5049,17,Non Interview,Non Interview
5050,0,No,No
5051,17,Valid Skip,No
5052,27,No,No
5053,0,Non Interview,Non Interview
5054,17,No,No
5055,0,Non Interview,Non Interview
5056,0,No,No
5057,24,No,No
5058,0,No,No
5059,0,Non Interview,Non Interview
5060,0,No,No
5061,0,No,No
5062,0,Non Interview,Non Interview
5063,0,Yes,No
5064,24,No,No
5065,0,Non Interview,Non Interview
5066,0,No,No
5067,32,Non Interview,Non Interview
5068,0,Non Interview,Non Interview
5069,19,No,No
5070,0,No,No
5071,0,Non Interview,Non Interview
5072,0,No,No
5073,0,Non Interview,Non Interview
5074,0,No,No
5075,0,Non Interview,Non Interview
5076,0,No,No
5077,0,No,No
5078,0,Non Interview,Non Interview
5079,19,No,No
5080,12,No,No
5081,29,No,No
5082,19,No,No
5083,0,No,No
5084,0,No,No
5085,0,No,No
5086,0,No,No
5087,0,No,No
5088,0,No,No
5089,0,Non Interview,Non Interview
5090,0,No,No
5091,0,No,No
5092,0,No,No
