,age,father,mother
1313,0,No,No
1314,0,Non Interview,Non Interview
1315,0,Non Interview,Non Interview
1316,0,No,No
1317,0,No,No
1318,0,No,No
1319,0,No,No
1320,0,No,No
1321,0,No,No
1322,0,No,No
1323,0,No,No
1324,0,No,No
1325,0,Non Interview,Non Interview
1326,0,No,No
1327,0,Valid Skip,No
1328,0,No,No
1329,0,Non Interview,Non Interview
1330,0,No,No
1331,0,Non Interview,Non Interview
1332,0,No,No
1333,0,No,No
1334,0,No,No
1335,0,Non Interview,Non Interview
1336,0,No,No
1337,0,No,No
1338,0,Non Interview,Non Interview
1339,0,No,No
1340,0,No,No
1341,0,No,No
1342,0,No,No
1343,0,No,No
1344,0,Non Interview,Non Interview
1345,0,No,No
1346,0,Non Interview,Non Interview
1347,0,No,No
1348,0,No,No
1349,0,No,No
1350,30,Non Interview,Non Interview
1351,0,No,No
1352,0,Non Interview,Non Interview
1353,0,Non Interview,Non Interview
1354,0,Yes,No
1355,0,No,No
1356,0,No,No
1357,0,Don't Know,No
1358,0,No,No
1359,0,No,No
1360,0,No,No
1361,0,Valid Skip,No
1362,0,Yes,No
1363,0,Non Interview,Non Interview
1364,0,No,No
1365,0,No,No
1366,0,No,No
1367,0,No,No
1368,0,No,No
1369,0,No,No
1370,0,Non Interview,Non Interview
1371,0,No,No
1372,0,No,No
1373,0,Yes,No
1374,0,Yes,No
1375,0,No,No
1376,18,No,No
1377,0,No,No
1378,0,No,No
1379,0,Non Interview,Non Interview
1380,17,No,No
1381,0,Non Interview,Non Interview
1382,0,No,No
1383,18,Don't Know,No
1384,0,No,No
1385,0,No,No
1386,0,No,No
1387,0,Non Interview,Non Interview
1388,0,No,No
1389,0,Non Interview,Non Interview
1390,0,No,No
1391,0,No,No
1392,22,No,No
1393,22,Non Interview,Non Interview
1394,0,No,No
1395,19,No,No
1396,28,Don't Know,No
1397,0,No,No
1398,0,No,No
1399,0,No,No
1400,0,No,No
1401,0,No,No
1402,0,Non Interview,Non Interview
1403,0,Non Interview,Non Interview
1404,0,No,No
1405,0,No,No
1406,0,Non Interview,Non Interview
1407,21,Non Interview,Non Interview
1408,0,No,No
1409,0,No,No
1410,0,No,No
1411,0,No,No
1412,0,No,No
1413,0,No,No
1414,0,No,No
1415,0,Non Interview,Non Interview
1416,0,No,No
1417,0,No,No
1418,0,Non Interview,Non Interview
1419,0,No,No
1420,0,Yes,No
1421,0,Non Interview,Non Interview
1422,0,No,No
1423,0,No,No
1424,0,Valid Skip,No
1425,0,No,No
1426,0,Don't Know,No
1427,0,No,No
1428,0,No,No
1429,0,No,No
1430,0,No,No
1431,0,No,No
1432,0,Non Interview,Non Interview
1433,0,No,No
1434,0,No,No
1435,0,No,No
1436,0,No,No
1437,0,Non Interview,Non Interview
1438,0,No,No
1439,0,No,No
1440,0,No,No
1441,0,No,No
1442,0,No,No
1443,0,No,No
1444,0,No,No
1445,26,No,No
1446,0,Non Interview,Non Interview
1447,0,No,No
1448,0,No,No
1449,0,Non Interview,Non Interview
1450,0,No,No
1451,0,No,No
1452,0,No,No
1453,0,No,No
1454,0,No,No
1455,0,No,No
1456,0,Non Interview,Non Interview
1457,0,Non Interview,Non Interview
1458,0,No,No
1459,0,No,No
1460,0,No,No
1461,0,No,No
1462,0,No,No
1463,27,Non Interview,Non Interview
1464,0,No,No
1465,0,Valid Skip,No
1466,0,Yes,No
1467,0,No,No
1468,0,Yes,No
1469,22,Yes,No
1470,31,Valid Skip,No
1471,0,No,No
1472,25,No,No
1473,0,No,No
1474,0,No,No
1475,0,No,No
1476,0,No,No
1477,0,Non Interview,Non Interview
1478,0,Non Interview,Non Interview
1479,0,No,No
1480,28,No,No
1481,0,Valid Skip,No
1482,31,No,No
1483,31,No,No
1484,0,No,No
1485,0,No,No
1486,24,No,No
1487,0,No,No
1488,0,Non Interview,Non Interview
1489,0,No,No
1490,0,Non Interview,Non Interview
1491,0,No,No
1492,0,No,No
1493,0,No,No
1494,0,No,No
1495,0,No,No
1496,0,No,No
1497,0,No,No
1498,0,No,No
1499,0,Non Interview,Non Interview
1500,0,No,No
1501,0,Yes,No
1502,0,No,No
1503,0,No,No
1504,0,Non Interview,Non Interview
1505,0,Non Interview,Non Interview
1506,26,Don't Know,Yes
1507,0,No,No
1508,0,Non Interview,Non Interview
1509,0,No,No
1510,0,No,No
1511,0,No,No
1512,23,Non Interview,Non Interview
1513,23,No,No
1514,0,Non Interview,Non Interview
1515,0,No,No
1516,0,No,No
1517,0,No,No
1518,0,No,No
1519,0,No,No
1520,0,No,No
1521,0,Non Interview,Non Interview
1522,0,No,No
1523,0,No,No
1524,0,No,No
1525,0,Don't Know,No
1526,0,No,No
1527,0,Non Interview,Non Interview
1528,0,No,No
1529,0,No,No
1530,0,Valid Skip,No
1531,0,Non Interview,Non Interview
1532,0,No,No
1533,22,No,No
1534,0,Non Interview,Non Interview
1535,0,Don't Know,No
1536,0,Non Interview,Non Interview
1537,0,Non Interview,Non Interview
1538,0,No,No
1539,0,Don't Know,Don't Know
1540,0,No,No
1541,0,No,No
1542,0,No,No
1543,0,No,No
1544,0,No,No
1545,0,No,No
1546,0,Non Interview,Non Interview
1547,0,No,No
1548,0,No,No
1549,0,No,No
1550,0,No,No
1551,0,No,No
1552,0,No,No
1553,17,No,No
1554,0,No,No
1555,0,No,No
1556,0,No,No
1557,0,No,No
1558,0,No,No
1559,0,No,No
1560,22,Yes,No
1561,26,Yes,No
1562,18,No,No
1563,0,Don't Know,No
1564,0,Non Interview,Non Interview
1565,0,No,No
1566,0,No,No
1567,0,No,No
1568,0,No,No
1569,0,No,No
1570,0,No,No
1571,0,No,No
1572,0,No,No
1573,0,No,No
1574,0,Non Interview,Non Interview
1575,0,No,No
1576,0,No,No
1577,0,No,No
1578,0,Non Interview,Non Interview
1579,0,No,Yes
1580,23,No,No
1581,0,No,No
1582,0,No,No
1583,0,Don't Know,No
1584,0,No,No
1585,0,No,No
1586,0,No,No
1587,0,Non Interview,Non Interview
1588,0,Non Interview,Non Interview
1589,0,No,No
1590,0,Non Interview,Non Interview
1591,0,No,No
1592,0,No,No
1593,0,Non Interview,Non Interview
1594,0,Non Interview,Non Interview
1595,0,Non Interview,Non Interview
1596,0,Non Interview,Non Interview
1597,0,No,No
1598,0,No,Don't Know
1599,0,No,Yes
1600,0,Non Interview,Non Interview
1601,0,No,No
1602,0,No,No
1603,0,No,No
1604,0,No,No
1605,0,Non Interview,Non Interview
1606,0,No,No
1607,0,Non Interview,Non Interview
1608,0,Non Interview,Non Interview
1609,0,No,No
1610,0,Non Interview,Non Interview
1611,0,No,No
1612,0,No,No
1613,0,Non Interview,Non Interview
1614,0,No,No
1615,0,No,No
1616,0,Non Interview,Non Interview
1617,0,No,No
1618,0,Non Interview,Non Interview
1619,0,No,No
1620,0,No,No
1621,0,No,No
1622,0,Non Interview,Non Interview
1623,0,Non Interview,Non Interview
1624,0,Valid Skip,No
1625,0,No,No
1626,0,No,No
1627,0,No,No
1628,0,Yes,No
1629,0,No,No
1630,0,No,No
1631,0,No,No
1632,0,No,No
1633,0,Non Interview,Non Interview
1634,0,Non Interview,Non Interview
1635,0,Non Interview,Non Interview
1636,0,No,No
1637,0,Non Interview,Non Interview
1638,0,No,No
1639,0,No,No
1640,0,Non Interview,Non Interview
1641,0,No,No
1642,0,No,Yes
1643,0,No,No
1644,0,No,No
1645,0,Don't Know,No
1646,0,No,No
1647,0,Non Interview,Non Interview
1648,0,No,No
1649,0,Non Interview,Non Interview
1650,0,Non Interview,Non Interview
1651,0,No,No
1652,0,No,No
1653,0,No,No
1654,0,Valid Skip,No
1655,0,Non Interview,Non Interview
1656,0,No,No
1657,0,Non Interview,Non Interview
1658,0,No,No
1659,0,No,No
1660,0,No,No
1661,26,Valid Skip,No
1662,19,Valid Skip,No
1663,0,No,No
1664,0,Don't Know,No
1665,22,No,No
1666,0,No,No
1667,0,No,No
1668,0,No,No
1669,0,No,No
1670,0,No,No
1671,0,No,No
1672,0,No,No
1673,0,No,No
1674,0,Non Interview,Non Interview
1675,0,No,No
1676,0,No,No
1677,0,No,No
1678,0,Non Interview,Non Interview
1679,0,No,No
1680,0,No,No
1681,0,No,No
1682,28,No,No
1683,0,No,No
1684,21,No,No
1685,0,No,No
1686,0,Yes,No
1687,28,No,Don't Know
1688,0,No,Yes
1689,0,Yes,No
1690,22,Non Interview,Non Interview
1691,0,No,No
1692,0,No,No
1693,0,Non Interview,Non Interview
1694,0,No,No
1695,0,No,No
1696,0,Non Interview,Non Interview
1697,0,Non Interview,Non Interview
1698,0,No,No
1699,0,Non Interview,Non Interview
1700,0,No,No
1701,0,No,No
1702,24,Don't Know,No
1703,0,No,No
1704,0,Non Interview,Non Interview
1705,0,Valid Skip,No
1706,0,Non Interview,Non Interview
1707,0,Non Interview,Non Interview
1708,0,No,No
1709,0,No,No
1710,0,No,No
1711,0,No,No
1712,0,Non Interview,Non Interview
1713,0,Don't Know,No
1714,0,Non Interview,Non Interview
1715,0,No,No
1716,0,No,No
1717,0,Don't Know,No
1718,0,No,No
1719,0,No,No
1720,0,No,No
1721,19,Non Interview,Non Interview
1722,0,Non Interview,Non Interview
1723,0,Non Interview,Non Interview
1724,0,Yes,No
1725,0,Valid Skip,No
1726,20,Non Interview,Non Interview
1727,0,No,Yes
1728,22,Non Interview,Non Interview
1729,0,No,No
1730,0,No,No
1731,0,No,No
1732,0,No,No
1733,18,Non Interview,Non Interview
1734,0,Non Interview,Non Interview
1735,0,Non Interview,Non Interview
1736,0,No,No
1737,0,No,No
1738,0,No,No
1739,0,Non Interview,Non Interview
1740,0,Non Interview,Non Interview
1741,0,No,No
1742,26,No,No
1743,0,No,No
1744,0,No,No
1745,0,Non Interview,Non Interview
1746,0,No,No
1747,0,Don't Know,No
1748,0,Non Interview,Non Interview
1749,0,No,No
1750,0,No,No
1751,30,Yes,No
1752,0,No,No
1753,0,Non Interview,Non Interview
1754,0,No,No
1755,0,Non Interview,Non Interview
1756,0,No,No
1757,0,Don't Know,No
1758,0,Non Interview,Non Interview
1759,0,Non Interview,Non Interview
1760,21,Yes,No
1761,0,Non Interview,Non Interview
1762,0,Don't Know,No
1763,0,No,No
1764,0,No,No
1765,0,No,No
1766,0,No,No
1767,0,Don't Know,No
1768,0,No,No
1769,0,No,No
1770,0,No,No
1771,0,Non Interview,Non Interview
1772,0,No,No
1773,0,No,No
1774,0,No,No
1775,0,No,No
1776,0,No,No
1777,0,No,No
1778,0,Non Interview,Non Interview
1779,0,No,No
1780,0,No,No
1781,0,No,No
1782,0,No,No
1783,0,No,No
1784,17,No,No
1785,0,Non Interview,Non Interview
1786,0,No,No
1787,0,No,No
1788,0,No,No
1789,0,Non Interview,Non Interview
1790,0,No,No
1791,0,No,No
1792,0,No,No
1793,0,Non Interview,Non Interview
1794,0,No,No
1795,0,No,No
1796,0,No,No
1797,0,No,No
1798,0,No,No
1799,0,No,No
1800,0,No,No
1801,0,No,No
1802,0,No,No
1803,0,Non Interview,Non Interview
1804,0,No,No
1805,0,No,No
1806,0,No,No
1807,0,No,No
1808,0,No,No
1809,0,No,No
1810,0,No,No
1811,0,No,No
1812,0,No,No
1813,0,No,No
1814,0,No,No
1815,0,No,No
1816,0,No,No
1817,0,No,No
1818,0,Non Interview,Non Interview
1819,0,Non Interview,Non Interview
1820,0,No,No
1821,0,No,No
1822,0,No,No
1823,0,No,No
1824,0,No,No
1825,0,No,No
1826,0,No,No
1827,0,No,No
1828,0,No,No
1829,0,No,No
1830,0,No,No
1831,0,No,No
1832,0,Non Interview,Non Interview
1833,0,Non Interview,Non Interview
1834,0,No,No
1835,0,No,No
1836,0,No,No
1837,0,No,No
1838,0,No,No
1839,0,No,No
1840,15,No,No
1841,0,No,No
1842,0,No,No
1843,0,No,No
1844,0,No,No
1845,0,Non Interview,Non Interview
1846,0,No,No
1847,0,Non Interview,Non Interview
1848,0,No,No
1849,0,Non Interview,Non Interview
1850,0,No,No
1851,0,No,No
1852,0,Non Interview,Non Interview
1853,0,No,No
1854,0,No,No
1855,0,No,No
1856,0,Non Interview,Non Interview
1857,0,No,No
1858,0,No,No
1859,0,No,No
1860,0,Non Interview,Non Interview
1861,0,No,No
1862,0,No,No
1863,0,No,No
1864,0,No,No
1865,0,No,No
1866,30,Yes,Don't Know
1867,0,Yes,No
1868,0,No,No
1869,0,Don't Know,No
1870,0,No,No
1871,0,No,No
1872,0,Non Interview,Non Interview
1873,0,No,No
1874,0,No,No
1875,0,No,No
1876,0,No,No
1877,0,No,No
1878,0,No,No
1879,0,No,No
1880,0,No,No
1881,0,No,No
1882,0,No,No
1883,0,No,No
1884,0,Non Interview,Non Interview
1885,0,No,No
1886,0,Non Interview,Non Interview
1887,0,Non Interview,Non Interview
1888,0,Non Interview,Non Interview
1889,0,Non Interview,Non Interview
1890,0,No,No
1891,0,No,No
1892,0,No,No
1893,0,No,No
1894,0,No,No
1895,0,No,No
1896,0,Non Interview,Non Interview
1897,0,Don't Know,No
1898,0,No,No
1899,0,No,No
1900,0,No,No
1901,0,No,No
1902,0,No,No
1903,0,Non Interview,Non Interview
1904,0,No,No
1905,0,No,No
1906,0,No,No
1907,0,No,No
1908,0,No,No
1909,0,Valid Skip,No
1910,0,Valid Skip,No
1911,0,No,No
1912,0,Non Interview,Non Interview
1913,0,No,No
1914,0,Non Interview,Non Interview
1915,0,No,No
1916,0,No,No
1917,19,Non Interview,Non Interview
1918,0,No,No
1919,0,Non Interview,Non Interview
1920,0,No,No
1921,0,No,No
1922,0,No,No
1923,0,Valid Skip,No
1924,0,Non Interview,Non Interview
1925,0,Yes,No
1926,25,Yes,No
1927,0,No,No
1928,0,No,No
1929,0,No,No
1930,0,No,No
1931,0,No,No
1932,23,Valid Skip,No
1933,0,Non Interview,Non Interview
1934,0,Yes,No
1935,0,Yes,No
1936,0,No,No
1937,0,Non Interview,Non Interview
1938,0,Don't Know,No
1939,0,No,No
1940,0,No,No
1941,0,No,No
1942,0,Don't Know,No
1943,0,Non Interview,Non Interview
1944,0,No,No
1945,28,No,No
1946,0,No,No
1947,0,No,No
1948,0,No,No
1949,0,Non Interview,Non Interview
1950,0,No,No
1951,0,Don't Know,Don't Know
1952,0,Non Interview,Non Interview
1953,0,No,No
1954,20,No,No
1955,0,No,No
1956,0,Valid Skip,No
1957,0,No,No
1958,20,No,No
1959,0,Don't Know,No
1960,0,No,No
1961,0,Valid Skip,No
1962,0,Non Interview,Non Interview
1963,0,No,No
1964,0,No,No
1965,0,No,No
1966,0,No,No
1967,0,No,No
1968,0,Valid Skip,No
1969,0,Valid Skip,Don't Know
1970,21,No,No
1971,0,Yes,Yes
1972,0,No,No
1973,0,No,No
1974,0,No,No
1975,0,No,No
1976,0,Non Interview,Non Interview
1977,0,No,No
1978,0,Non Interview,Non Interview
1979,0,No,No
1980,0,No,No
1981,0,No,No
1982,0,No,No
1983,0,Non Interview,Non Interview
1984,0,No,No
1985,0,Non Interview,Non Interview
1986,0,Valid Skip,No
1987,0,Yes,No
1988,0,No,No
1989,0,No,No
1990,0,No,No
1991,0,No,No
1992,0,No,No
1993,0,Non Interview,Non Interview
1994,0,Non Interview,Non Interview
1995,0,No,No
1996,0,Non Interview,Non Interview
1997,20,Yes,No
1998,0,No,No
1999,0,No,No
2000,0,Non Interview,Non Interview
2001,0,Don't Know,No
2002,26,No,No
2003,0,No,No
2004,0,No,No
2005,0,Don't Know,No
2006,26,No,No
2007,0,No,No
2008,0,Non Interview,Non Interview
2009,0,Yes,Yes
2010,21,Yes,Don't Know
2011,0,No,No
2012,0,No,No
2013,0,No,No
2014,0,No,No
2015,28,No,No
2016,0,No,No
2017,0,Yes,No
2018,0,Non Interview,Non Interview
2019,0,No,No
2020,0,Non Interview,Non Interview
2021,0,Non Interview,Non Interview
2022,0,No,No
2023,0,No,No
2024,0,Non Interview,Non Interview
2025,0,No,No
2026,0,No,No
2027,0,No,No
2028,0,Don't Know,No
2029,0,Valid Skip,Yes
2030,0,No,No
2031,0,Non Interview,Non Interview
2032,0,Non Interview,Non Interview
2033,0,No,No
2034,0,No,No
2035,0,Non Interview,Non Interview
2036,0,No,No
2037,0,No,No
2038,21,No,No
2039,0,No,No
2040,0,No,No
2041,0,Non Interview,Non Interview
2042,0,No,No
2043,0,No,No
2044,0,No,No
2045,0,Non Interview,Non Interview
2046,0,No,No
2047,0,Non Interview,Non Interview
2048,0,No,No
2049,0,Non Interview,Non Interview
2050,0,Non Interview,Non Interview
2051,0,No,No
2052,0,No,No
2053,28,No,No
2054,0,No,No
2055,0,Non Interview,Non Interview
2056,0,No,No
2057,0,No,No
2058,0,No,No
2059,0,No,No
2060,0,No,No
2061,0,Non Interview,Non Interview
2062,0,Non Interview,Non Interview
2063,0,No,No
2064,0,No,No
2065,0,No,No
2066,0,No,No
2067,0,Valid Skip,No
2068,0,No,No
2069,0,No,No
2070,0,No,No
2071,0,No,No
2072,0,No,No
2073,0,Non Interview,Non Interview
2074,0,No,No
2075,0,Non Interview,Non Interview
2076,0,No,No
2077,0,No,No
2078,0,No,No
2079,0,Non Interview,Non Interview
2080,0,No,No
2081,0,No,No
2082,0,Non Interview,Non Interview
2083,0,Non Interview,Non Interview
2084,0,No,No
2085,0,No,No
2086,0,No,No
2087,0,No,No
2088,0,No,No
2089,0,No,No
2090,22,No,No
2091,0,No,No
2092,0,No,No
2093,0,No,No
2094,0,No,Yes
2095,0,Yes,Yes
2096,0,Yes,No
2097,0,Yes,Don't Know
2098,0,No,No
2099,0,No,No
2100,0,No,No
2101,0,No,No
2102,0,No,No
2103,0,No,No
2104,0,Yes,No
2105,0,No,No
2106,0,Non Interview,Non Interview
2107,0,No,No
2108,0,No,No
2109,0,No,No
2110,0,Non Interview,Non Interview
2111,31,No,No
2112,0,No,No
2113,0,Non Interview,Non Interview
2114,0,No,No
2115,0,No,No
2116,0,Non Interview,Non Interview
2117,0,No,No
2118,0,No,No
2119,0,No,No
2120,0,No,No
2121,0,No,No
2122,0,Non Interview,Non Interview
2123,0,No,No
2124,0,Non Interview,Non Interview
2125,0,No,No
2126,0,No,No
2127,0,No,No
2128,0,Non Interview,Non Interview
2129,0,No,No
2130,0,No,No
2131,29,Non Interview,Non Interview
2132,0,No,No
2133,0,Valid Skip,No
2134,0,No,No
2135,18,Non Interview,Non Interview
2136,0,No,No
2137,0,Non Interview,Non Interview
2138,0,No,No
2139,0,No,No
2140,0,No,No
2141,0,Non Interview,Non Interview
2142,0,No,No
2143,0,No,No
2144,0,No,No
2145,0,No,No
2146,0,No,No
2147,0,No,No
2148,0,Non Interview,Non Interview
2149,0,No,No
2150,0,No,No
2151,0,Non Interview,Non Interview
2152,0,No,No
2153,0,No,No
2154,0,Yes,No
2155,0,Yes,No
2156,0,Valid Skip,No
2157,0,Don't Know,No
2158,0,Don't Know,No
2159,0,No,No
2160,0,No,No
2161,26,No,No
2162,0,No,No
2163,0,No,No
2164,0,Non Interview,Non Interview
2165,0,Non Interview,Non Interview
2166,0,Non Interview,Non Interview
2167,0,No,No
2168,0,No,No
2169,21,No,No
2170,0,Non Interview,Non Interview
2171,0,No,No
2172,0,No,No
2173,0,No,No
2174,0,Non Interview,Non Interview
2175,0,Non Interview,Non Interview
2176,0,Non Interview,Non Interview
2177,0,Yes,No
2178,0,No,No
2179,0,No,No
2180,0,No,No
2181,0,Non Interview,Non Interview
2182,0,No,No
2183,0,No,No
2184,0,No,No
2185,35,No,No
2186,0,No,No
2187,0,No,No
2188,0,No,No
2189,0,No,No
2190,0,Non Interview,Non Interview
2191,0,No,No
2192,0,Non Interview,Non Interview
2193,0,No,No
2194,0,Non Interview,Non Interview
2195,0,Non Interview,Non Interview
2196,0,Non Interview,Non Interview
2197,0,Non Interview,Non Interview
2198,0,No,No
2199,0,No,No
2200,0,Non Interview,Non Interview
2201,0,No,No
2202,0,No,No
2203,0,No,No
2204,0,No,No
2205,0,No,No
2206,0,No,No
2207,0,No,No
2208,0,No,No
2209,0,No,No
2210,0,No,No
2211,0,Non Interview,Non Interview
2212,0,No,No
2213,0,Non Interview,Non Interview
2214,0,Non Interview,Non Interview
2215,0,No,No
2216,0,No,No
2217,0,No,No
2218,0,Non Interview,Non Interview
2219,0,No,No
2220,0,No,No
2221,0,Non Interview,Non Interview
2222,0,Non Interview,Non Interview
2223,0,No,No
2224,0,No,No
2225,0,No,No
2226,0,Yes,No
2227,21,Non Interview,Non Interview
2228,0,No,No
2229,0,Non Interview,Non Interview
2230,0,Non Interview,Non Interview
2231,0,No,No
2232,0,Valid Skip,No
2233,0,No,No
2234,0,No,No
2235,0,No,No
2236,0,Non Interview,Non Interview
2237,0,Non Interview,Non Interview
2238,0,Non Interview,Non Interview
2239,0,Non Interview,Non Interview
2240,0,Non Interview,Non Interview
2241,0,No,No
2242,0,No,No
2243,0,No,No
2244,0,No,No
2245,0,No,No
2246,0,No,No
2247,0,No,No
2248,0,No,No
2249,0,No,No
2250,0,No,No
2251,0,No,No
2252,0,No,No
2253,0,No,No
2254,0,No,No
2255,0,No,No
2256,0,No,No
2257,0,No,No
2258,0,No,Don't Know
2259,0,No,No
2260,27,No,No
2261,0,No,No
2262,0,No,No
2263,0,No,No
2264,0,Non Interview,Non Interview
2265,0,Non Interview,Non Interview
2266,0,No,No
2267,0,No,No
2268,18,No,No
2269,0,No,No
2270,0,No,No
2271,0,No,No
2272,0,Non Interview,Non Interview
2273,0,No,No
2274,0,No,No
2275,0,Non Interview,Non Interview
2276,0,No,No
2277,0,Non Interview,Non Interview
2278,0,Non Interview,Non Interview
2279,0,Valid Skip,Yes
2280,0,No,No
2281,0,Non Interview,Non Interview
2282,0,No,No
2283,0,No,No
2284,0,No,No
2285,0,Non Interview,Non Interview
2286,0,No,No
2287,0,No,No
2288,0,No,No
2289,0,Yes,No
2290,0,Valid Skip,No
2291,0,No,No
2292,0,No,No
2293,0,No,No
2294,0,No,No
2295,0,No,No
2296,0,Non Interview,Non Interview
2297,0,Non Interview,Non Interview
2298,0,Non Interview,Non Interview
2299,0,Non Interview,Non Interview
2300,0,Don't Know,No
2301,18,No,No
2302,0,No,No
2303,0,No,No
2304,0,Non Interview,Non Interview
2305,0,No,No
2306,19,No,No
2307,0,No,No
2308,12,No,No
2309,0,No,Yes
2310,0,No,No
2311,20,Don't Know,No
2312,0,No,No
2313,0,No,No
2314,0,No,No
2315,0,No,No
2316,0,No,No
2317,0,No,No
2318,0,No,Yes
2319,0,No,No
2320,26,No,No
2321,0,No,No
2322,0,No,No
2323,0,No,No
2324,0,No,No
2325,0,Non Interview,Non Interview
2326,0,No,No
2327,0,No,No
2328,0,No,No
2329,0,No,No
2330,0,Non Interview,Non Interview
2331,0,No,No
2332,0,No,No
2333,0,No,No
2334,0,No,No
2335,0,No,No
2336,0,No,No
2337,0,No,No
2338,0,No,No
2339,0,Non Interview,Non Interview
2340,0,No,No
2341,0,No,No
2342,0,No,No
2343,0,No,No
2344,0,No,No
2345,0,No,No
2346,0,No,No
2347,0,No,No
2348,0,No,No
2349,0,Non Interview,Non Interview
2350,0,Non Interview,Non Interview
2351,0,No,No
2352,29,No,No
2353,0,No,No
2354,0,Yes,No
2355,0,No,No
2356,0,Valid Skip,No
2357,21,Yes,No
2358,0,No,No
2359,0,Non Interview,Non Interview
2360,0,No,No
2361,0,No,No
2362,0,No,No
2363,0,Non Interview,Non Interview
2364,0,No,No
2365,0,Non Interview,Non Interview
2366,0,No,No
2367,0,No,No
2368,0,Non Interview,Non Interview
2369,0,No,No
2370,0,Don't Know,No
2371,19,No,No
2372,0,No,No
2373,0,No,No
2374,0,No,No
2375,0,Non Interview,Non Interview
2376,0,No,No
2377,0,No,No
2378,0,Non Interview,Non Interview
2379,0,No,No
2380,0,Non Interview,Non Interview
2381,0,Non Interview,Non Interview
2382,0,No,No
2383,0,No,No
2384,24,No,No
2385,26,No,No
2386,0,No,No
2387,0,No,No
2388,0,No,No
2389,0,No,No
2390,0,No,No
2391,0,No,No
2392,0,No,No
2393,0,No,No
2394,0,No,No
2395,0,No,No
2396,0,Non Interview,Non Interview
2397,0,No,No
2398,0,No,No
2399,0,No,No
2400,0,Non Interview,Non Interview
2401,0,Non Interview,Non Interview
2402,0,Non Interview,Non Interview
2403,0,No,No
2404,0,Non Interview,Non Interview
2405,0,Yes,No
2406,0,No,No
2407,0,No,No
2408,0,Non Interview,Non Interview
2409,0,Non Interview,Non Interview
2410,0,No,No
2411,0,Non Interview,Non Interview
2412,0,Non Interview,Non Interview
2413,0,No,No
2414,18,Yes,No
2415,21,Yes,No
2416,0,No,No
2417,0,Non Interview,Non Interview
2418,0,Non Interview,Non Interview
2419,0,No,No
2420,0,Non Interview,Non Interview
2421,0,Non Interview,Non Interview
2422,0,No,No
2423,0,No,No
2424,0,Non Interview,Non Interview
2425,0,Non Interview,Non Interview
2426,0,No,No
2427,0,No,No
2428,0,Non Interview,Non Interview
2429,0,No,No
2430,0,No,No
2431,0,No,No
2432,0,Non Interview,Non Interview
2433,0,Non Interview,Non Interview
2434,0,No,No
2435,0,No,No
2436,0,No,No
2437,24,No,No
2438,28,No,No
2439,0,No,No
2440,0,No,No
2441,0,Don't Know,No
2442,0,No,No
2443,18,No,No
2444,0,No,No
2445,0,Non Interview,Non Interview
2446,0,Non Interview,Non Interview
2447,0,No,No
2448,0,No,No
2449,0,No,No
2450,0,Don't Know,No
2451,0,No,No
2452,0,No,No
2453,0,Yes,No
2454,0,Non Interview,Non Interview
2455,0,Non Interview,Non Interview
2456,0,Non Interview,Non Interview
2457,0,No,No
2458,0,No,No
2459,0,No,No
2460,0,No,No
2461,0,No,No
2462,0,No,No
2463,0,Non Interview,Non Interview
2464,0,Non Interview,Non Interview
2465,0,No,No
2466,0,Non Interview,Non Interview
2467,0,Non Interview,Non Interview
2468,0,No,No
2469,0,Valid Skip,No
2470,0,No,No
2471,0,Non Interview,Non Interview
2472,0,Non Interview,Non Interview
2473,0,No,No
2474,0,No,No
2475,0,Valid Skip,No
2476,0,No,No
2477,0,No,No
2478,0,No,No
2479,0,Non Interview,Non Interview
2480,0,Non Interview,Non Interview
2481,0,Non Interview,Non Interview
2482,0,Non Interview,Non Interview
2483,0,No,No
2484,0,No,No
2485,0,Non Interview,Non Interview
2486,0,No,No
2487,0,No,No
2488,0,Non Interview,Non Interview
2489,0,No,No
2490,0,No,No
2491,0,No,No
2492,0,No,No
2493,0,No,No
2494,0,No,No
2495,0,Non Interview,Non Interview
2496,0,No,No
2497,0,No,No
2498,0,No,No
2499,0,No,No
2500,0,No,No
2501,0,No,No
2502,0,Non Interview,Non Interview
2503,0,Non Interview,Non Interview
2504,0,No,No
2505,0,No,No
2506,0,Non Interview,Non Interview
2507,0,Non Interview,Non Interview
2508,0,No,No
2509,0,No,No
2510,0,No,No
2511,0,No,No
2512,24,No,No
2513,0,No,No
2514,0,No,No
2515,0,No,No
2516,0,No,No
2517,0,Non Interview,Non Interview
2518,0,No,No
2519,0,No,No
2520,0,No,No
2521,0,Non Interview,Non Interview
2522,0,Non Interview,Non Interview
2523,0,Non Interview,Non Interview
2524,0,No,No
2525,0,No,No
2526,0,No,No
2527,0,No,No
2528,0,No,No
2529,28,Yes,No
2530,0,Yes,No
2531,0,No,No
2532,0,No,No
2533,0,No,No
2534,0,No,No
2535,0,Non Interview,Non Interview
2536,0,Non Interview,Non Interview
2537,0,No,No
2538,0,Non Interview,Non Interview
2539,0,No,No
2540,0,No,No
2541,0,No,No
2542,0,No,No
2543,0,No,No
2544,0,No,No
2545,0,Non Interview,Non Interview
2546,0,Non Interview,Non Interview
2547,0,Non Interview,Non Interview
2548,0,No,No
2549,0,No,No
2550,0,No,No
2551,0,No,No
2552,0,No,No
2553,0,No,No
2554,31,No,No
2555,0,Yes,No
2556,0,No,No
2557,0,No,No
