,LCI,top3_2
7060,0,"Never Married, Not Cohabitating"
7061,1,"Never Married, Not Cohabitating"
7063,1,"Never Married, Cohabiting"
7065,2,"Never Married, Not Cohabitating"
7067,3,Married
7068,0,"Never Married, Not Cohabitating"
7069,0,"Never Married, Not Cohabitating"
7070,1,Married
7071,0,"Never Married, Not Cohabitating"
7072,4,Divorced
7073,2,"Never Married, Not Cohabitating"
7074,0,"Never Married, Not Cohabitating"
7075,1,"Never Married, Cohabiting"
7076,2,"Never Married, Not Cohabitating"
7077,4,"Never Married, Not Cohabitating"
7078,0,"Never Married, Not Cohabitating"
7079,3,Married
7080,2,"Never Married, Not Cohabitating"
7081,3,Married
7082,11,"Never Married, Cohabiting"
7083,6,"Never Married, Not Cohabitating"
7084,4,Widowed
7085,4,"Never Married, Not Cohabitating"
7086,0,"Never Married, Not Cohabitating"
7087,1,Married
7088,1,Married
7089,1,Married
7091,2,"Never Married, Not Cohabitating"
7092,2,"Never Married, Not Cohabitating"
7093,3,Married
7095,2,"Never Married, Not Cohabitating"
7096,1,"Never Married, Cohabiting"
7098,3,Married
7099,2,"Never Married, Cohabiting"
7101,3,Divorced
7102,2,"Never Married, Not Cohabitating"
7103,2,"Never Married, Not Cohabitating"
7107,4,"Never Married, Not Cohabitating"
7108,1,Married
7109,5,Divorced
7110,3,Divorced
7111,4,"Never Married, Not Cohabitating"
7112,5,Divorced
7113,0,"Never Married, Not Cohabitating"
7114,4,Married
7115,2,"Never Married, Not Cohabitating"
7117,10,"Never Married, Not Cohabitating"
7118,1,"Never Married, Cohabiting"
7119,0,"Never Married, Not Cohabitating"
7120,1,"Never Married, Cohabiting"
7121,1,Married
7123,3,Married
7124,3,Married
7125,3,Divorced
7126,3,Married
7127,4,"Never Married, Not Cohabitating"
7130,3,Divorced
7131,8,Married
7132,0,"Never Married, Not Cohabitating"
7133,0,"Never Married, Not Cohabitating"
7134,8,"Never Married, Not Cohabitating"
7135,3,Married
7136,0,"Never Married, Not Cohabitating"
7138,1,Married
7139,1,"Never Married, Not Cohabitating"
7140,6,Married
7141,0,"Never Married, Not Cohabitating"
7142,2,"Never Married, Not Cohabitating"
7143,0,"Never Married, Not Cohabitating"
7144,1,"Never Married, Cohabiting"
7145,6,"Never Married, Not Cohabitating"
7146,3,Divorced
7147,4,"Never Married, Not Cohabitating"
7148,1,Married
7149,3,Divorced
7150,4,Married
7151,0,"Never Married, Not Cohabitating"
7152,0,"Never Married, Not Cohabitating"
7153,3,Divorced
7154,0,"Never Married, Not Cohabitating"
7155,3,Married
7156,1,"Never Married, Cohabiting"
7157,1,"Never Married, Cohabiting"
7158,3,Married
7159,1,Married
7160,3,Divorced
7161,0,"Never Married, Not Cohabitating"
7162,3,Divorced
7163,3,Divorced
7164,0,"Never Married, Not Cohabitating"
7165,7,"Never Married, Cohabiting"
7166,1,Married
7168,1,Married
7169,7,"Never Married, Cohabiting"
7170,3,Divorced
7171,0,"Never Married, Not Cohabitating"
7172,3,Married
7173,1,Married
7174,1,Married
7175,4,Legally Separated
7176,9,Married
7177,3,"Never Married, Cohabiting"
7178,1,Married
7179,1,Married
7180,3,Married
7181,0,"Never Married, Not Cohabitating"
7183,0,"Never Married, Not Cohabitating"
7184,0,"Never Married, Not Cohabitating"
7185,1,Married
7186,0,"Never Married, Not Cohabitating"
7187,1,Married
7188,1,"Never Married, Cohabiting"
7189,5,Married
7190,0,"Never Married, Not Cohabitating"
7191,3,Divorced
7192,0,"Never Married, Not Cohabitating"
7193,0,"Never Married, Not Cohabitating"
7194,0,"Never Married, Not Cohabitating"
7195,1,Married
7196,2,"Never Married, Not Cohabitating"
7197,0,"Never Married, Not Cohabitating"
7198,3,Divorced
7199,1,Married
7200,1,Married
7201,1,Married
7202,1,Married
7203,1,"Never Married, Cohabiting"
7204,1,Married
7207,1,"Never Married, Not Cohabitating"
7208,8,"Never Married, Not Cohabitating"
7209,6,"Never Married, Not Cohabitating"
7210,0,"Never Married, Not Cohabitating"
7211,5,"Never Married, Cohabiting"
7212,0,"Never Married, Not Cohabitating"
7215,1,Married
7217,3,Divorced
7218,1,"Never Married, Cohabiting"
7219,3,Divorced
7220,1,"Never Married, Cohabiting"
7221,4,"Never Married, Not Cohabitating"
7223,1,Married
7224,1,Married
7225,2,"Never Married, Not Cohabitating"
7226,2,"Never Married, Not Cohabitating"
7229,5,"Never Married, Cohabiting"
7230,0,"Never Married, Not Cohabitating"
7231,6,"Never Married, Cohabiting"
7235,1,Married
7236,1,"Never Married, Cohabiting"
7237,7,Divorced
7238,3,"Never Married, Not Cohabitating"
7239,0,"Never Married, Not Cohabitating"
7240,1,Married
7241,2,"Never Married, Not Cohabitating"
7242,0,"Never Married, Not Cohabitating"
7243,3,Married
7244,3,"Never Married, Cohabiting"
7245,5,"Never Married, Cohabiting"
7246,2,"Never Married, Not Cohabitating"
7247,1,"Never Married, Cohabiting"
7248,0,"Never Married, Not Cohabitating"
7249,2,"Never Married, Not Cohabitating"
7250,0,"Never Married, Not Cohabitating"
7251,0,"Never Married, Not Cohabitating"
7252,0,"Never Married, Not Cohabitating"
7253,4,"Never Married, Not Cohabitating"
7254,0,"Never Married, Not Cohabitating"
7255,0,"Never Married, Not Cohabitating"
7256,0,"Never Married, Not Cohabitating"
7257,1,"Never Married, Cohabiting"
7258,0,"Never Married, Not Cohabitating"
7259,0,"Never Married, Not Cohabitating"
7260,1,"Never Married, Cohabiting"
7261,3,Married
7262,5,Married
7263,1,"Never Married, Cohabiting"
7264,1,"Never Married, Cohabiting"
7265,1,"Never Married, Not Cohabitating"
7266,2,"Never Married, Not Cohabitating"
7267,4,"Never Married, Not Cohabitating"
7268,2,"Never Married, Not Cohabitating"
7269,5,Married
7270,3,Divorced
7271,1,"Never Married, Not Cohabitating"
7272,0,"Never Married, Not Cohabitating"
7274,0,"Never Married, Not Cohabitating"
7275,3,Married
7277,0,"Never Married, Not Cohabitating"
7279,0,"Never Married, Not Cohabitating"
7280,0,"Never Married, Not Cohabitating"
7281,4,"Never Married, Not Cohabitating"
7282,2,"Never Married, Not Cohabitating"
7283,4,"Never Married, Not Cohabitating"
7284,4,Divorced
7285,0,"Never Married, Not Cohabitating"
7286,0,"Never Married, Not Cohabitating"
7288,2,"Never Married, Not Cohabitating"
7289,2,"Never Married, Not Cohabitating"
7290,4,Divorced
7291,3,"Never Married, Cohabiting"
7292,3,Married
7293,4,"Never Married, Not Cohabitating"
7294,0,"Never Married, Not Cohabitating"
7295,1,"Never Married, Cohabiting"
7297,0,"Never Married, Not Cohabitating"
7298,3,Married
7299,2,"Never Married, Not Cohabitating"
7300,0,"Never Married, Not Cohabitating"
7301,0,"Never Married, Not Cohabitating"
7302,1,Married
7303,0,"Never Married, Not Cohabitating"
7305,1,"Never Married, Cohabiting"
7306,4,"Never Married, Not Cohabitating"
7307,4,"Never Married, Not Cohabitating"
7308,0,"Never Married, Not Cohabitating"
7309,1,"Never Married, Cohabiting"
7311,0,"Never Married, Not Cohabitating"
7313,0,"Never Married, Not Cohabitating"
7314,0,"Never Married, Not Cohabitating"
7315,0,"Never Married, Not Cohabitating"
7316,1,Married
7318,3,Married
7319,3,Divorced
7321,1,Married
7322,2,"Never Married, Not Cohabitating"
7323,1,Married
7325,0,"Never Married, Not Cohabitating"
7326,3,"Never Married, Cohabiting"
7327,4,Married
7328,1,Married
7329,2,"Never Married, Not Cohabitating"
7330,1,Married
7332,2,"Never Married, Not Cohabitating"
7334,2,"Never Married, Not Cohabitating"
7335,6,"Never Married, Not Cohabitating"
7336,1,"Never Married, Cohabiting"
7337,0,"Never Married, Not Cohabitating"
7338,5,Divorced
7339,1,Married
7340,5,Married
7342,5,Married
7343,7,Married
7344,0,"Never Married, Not Cohabitating"
7345,1,Married
7346,4,"Never Married, Cohabiting"
7347,5,Married
7348,1,"Never Married, Not Cohabitating"
7349,1,Married
7350,1,Married
7351,0,"Never Married, Not Cohabitating"
7352,0,"Never Married, Not Cohabitating"
7353,0,"Never Married, Not Cohabitating"
7354,3,Married
7355,5,Married
7357,3,Divorced
7358,6,"Never Married, Not Cohabitating"
7359,0,"Never Married, Not Cohabitating"
7360,0,"Never Married, Not Cohabitating"
7362,0,"Never Married, Not Cohabitating"
7363,2,"Never Married, Not Cohabitating"
7364,1,Married
7365,0,"Never Married, Not Cohabitating"
7366,5,"Never Married, Not Cohabitating"
7367,0,"Never Married, Not Cohabitating"
7368,0,"Never Married, Not Cohabitating"
7369,0,"Never Married, Not Cohabitating"
7370,8,Married
7371,1,"Never Married, Cohabiting"
7372,1,Married
7373,1,Married
7374,2,"Never Married, Not Cohabitating"
7375,4,"Never Married, Not Cohabitating"
7377,2,"Never Married, Not Cohabitating"
7378,6,Married
7379,3,Divorced
7380,3,Divorced
7381,0,"Never Married, Not Cohabitating"
7382,8,"Never Married, Not Cohabitating"
7383,0,"Never Married, Not Cohabitating"
7384,6,"Never Married, Cohabiting"
7385,3,"Never Married, Cohabiting"
7386,1,Married
7387,2,"Never Married, Cohabiting"
7389,4,"Never Married, Not Cohabitating"
7390,1,"Never Married, Cohabiting"
7391,3,"Never Married, Cohabiting"
7395,3,Married
7396,1,Married
7397,3,Married
7398,3,Married
7400,1,Married
7402,3,Married
7403,0,"Never Married, Not Cohabitating"
7404,2,"Never Married, Not Cohabitating"
7405,7,Married
7406,7,"Never Married, Not Cohabitating"
7407,4,"Never Married, Not Cohabitating"
7409,6,"Never Married, Not Cohabitating"
7412,1,Married
7413,0,"Never Married, Not Cohabitating"
7414,0,"Never Married, Not Cohabitating"
7415,1,"Never Married, Cohabiting"
7416,5,"Never Married, Cohabiting"
7418,1,Married
7422,1,Married
7424,6,"Never Married, Not Cohabitating"
7426,5,"Never Married, Cohabiting"
7427,5,"Never Married, Cohabiting"
7429,1,Married
7430,3,Divorced
7431,1,Married
7432,3,Married
7433,1,"Never Married, Cohabiting"
7434,1,Married
7435,7,"Never Married, Cohabiting"
7437,1,Married
7438,3,"Never Married, Not Cohabitating"
7439,0,"Never Married, Not Cohabitating"
7440,6,Divorced
7441,8,Married
7442,3,"Never Married, Cohabiting"
7443,1,"Never Married, Cohabiting"
7444,4,Married
7445,1,Married
7446,3,Married
7447,1,Married
7448,3,Married
7449,3,Married
7450,2,"Never Married, Cohabiting"
7451,5,Divorced
7453,3,Divorced
7454,3,Divorced
7455,1,Married
7456,1,Married
7457,1,Married
7459,4,Married
7460,14,"Never Married, Cohabiting"
7463,1,Married
7464,1,"Never Married, Cohabiting"
7465,3,Married
7466,0,"Never Married, Not Cohabitating"
7467,1,Married
7468,1,Married
7469,1,Married
7471,1,"Never Married, Cohabiting"
7472,1,"Never Married, Cohabiting"
7473,3,Married
7474,1,Married
7475,4,Legally Separated
7476,3,Divorced
7478,4,Legally Separated
7479,3,Divorced
7480,1,Married
7481,7,Married
7482,1,Married
7484,4,"Never Married, Not Cohabitating"
7485,2,"Never Married, Not Cohabitating"
7486,3,Divorced
7487,1,Married
7488,1,Married
7489,3,Married
7490,3,Married
7491,2,"Never Married, Not Cohabitating"
7492,0,"Never Married, Not Cohabitating"
7493,1,"Never Married, Cohabiting"
7494,3,Married
7495,0,"Never Married, Not Cohabitating"
7497,2,"Never Married, Cohabiting"
7498,2,"Never Married, Cohabiting"
7499,0,"Never Married, Not Cohabitating"
7500,1,Married
7501,8,"Never Married, Not Cohabitating"
7502,2,"Never Married, Not Cohabitating"
7503,1,"Never Married, Cohabiting"
7504,6,"Never Married, Not Cohabitating"
7505,1,Married
7506,4,Divorced
7507,6,Married
7508,3,Divorced
7509,1,Married
7510,1,Married
7511,3,Married
7512,3,Married
7513,4,"Never Married, Not Cohabitating"
7514,3,Married
7516,2,"Never Married, Cohabiting"
7518,1,Married
7520,1,"Never Married, Cohabiting"
7521,3,Divorced
7522,3,"Never Married, Cohabiting"
7523,3,Divorced
7524,0,"Never Married, Not Cohabitating"
7526,0,"Never Married, Not Cohabitating"
7527,1,"Never Married, Cohabiting"
7528,1,"Never Married, Cohabiting"
7531,1,"Never Married, Cohabiting"
7534,6,"Never Married, Not Cohabitating"
7535,0,"Never Married, Not Cohabitating"
7536,2,"Never Married, Not Cohabitating"
7540,1,Married
7541,7,"Never Married, Cohabiting"
7542,3,"Never Married, Cohabiting"
7545,0,"Never Married, Not Cohabitating"
7547,4,"Never Married, Not Cohabitating"
7548,1,Married
7551,4,Married
7553,0,"Never Married, Not Cohabitating"
7556,1,"Never Married, Cohabiting"
7558,3,"Never Married, Cohabiting"
7560,3,Divorced
7561,3,Married
7562,3,"Never Married, Cohabiting"
7563,2,"Never Married, Not Cohabitating"
7567,5,"Never Married, Cohabiting"
7568,1,Married
7569,5,Married
7570,3,Legally Separated
7571,0,"Never Married, Not Cohabitating"
7572,0,"Never Married, Not Cohabitating"
7573,3,Married
7574,2,"Never Married, Not Cohabitating"
7575,1,Married
7576,1,"Never Married, Cohabiting"
7577,2,"Never Married, Not Cohabitating"
7578,5,"Never Married, Cohabiting"
7579,3,Married
7580,1,"Never Married, Cohabiting"
7581,3,"Never Married, Cohabiting"
7582,3,Divorced
7584,1,Married
7585,1,"Never Married, Not Cohabitating"
7586,3,Married
7587,3,Married
7589,2,"Never Married, Not Cohabitating"
7592,1,"Never Married, Cohabiting"
7594,5,"Never Married, Cohabiting"
7595,2,"Never Married, Not Cohabitating"
7596,0,"Never Married, Not Cohabitating"
7597,2,"Never Married, Not Cohabitating"
7598,1,"Never Married, Cohabiting"
7600,0,"Never Married, Not Cohabitating"
7601,3,Divorced
7602,0,"Never Married, Not Cohabitating"
7604,3,Married
7605,0,"Never Married, Not Cohabitating"
7606,1,"Never Married, Cohabiting"
7607,5,Married
7608,2,"Never Married, Not Cohabitating"
7609,3,"Never Married, Cohabiting"
7610,4,Divorced
7611,12,"Never Married, Not Cohabitating"
7612,4,"Never Married, Not Cohabitating"
7613,4,"Never Married, Not Cohabitating"
7618,3,Married
7619,1,"Never Married, Cohabiting"
7620,0,"Never Married, Not Cohabitating"
7621,6,"Never Married, Not Cohabitating"
7622,0,"Never Married, Not Cohabitating"
7623,2,"Never Married, Not Cohabitating"
7624,4,"Never Married, Not Cohabitating"
7625,0,"Never Married, Not Cohabitating"
7627,1,Married
7628,3,"Never Married, Cohabiting"
7629,3,Married
7630,0,"Never Married, Not Cohabitating"
7632,0,"Never Married, Not Cohabitating"
7633,4,Widowed
7634,0,"Never Married, Not Cohabitating"
7635,3,Married
7636,2,"Never Married, Not Cohabitating"
7637,1,Married
7638,0,"Never Married, Not Cohabitating"
7639,1,"Never Married, Cohabiting"
7642,3,Married
7643,3,Divorced
7644,1,"Never Married, Cohabiting"
7645,2,"Never Married, Not Cohabitating"
7647,1,"Never Married, Cohabiting"
7648,5,Married
7649,9,"Never Married, Not Cohabitating"
7650,4,"Never Married, Not Cohabitating"
7651,1,Married
7652,5,"Never Married, Not Cohabitating"
7653,3,"Never Married, Cohabiting"
7654,1,"Never Married, Cohabiting"
7655,0,"Never Married, Not Cohabitating"
7656,1,Married
7657,2,Legally Separated
7659,3,Married
7660,0,"Never Married, Not Cohabitating"
7661,1,Married
7662,0,"Never Married, Not Cohabitating"
7663,5,Married
7664,0,"Never Married, Not Cohabitating"
7665,1,Married
7668,3,Married
7670,0,"Never Married, Not Cohabitating"
7672,0,"Never Married, Not Cohabitating"
7673,1,"Never Married, Not Cohabitating"
7674,0,"Never Married, Not Cohabitating"
7676,2,"Never Married, Not Cohabitating"
7678,1,Married
7683,7,Married
7685,0,"Never Married, Not Cohabitating"
7686,0,"Never Married, Not Cohabitating"
7687,6,"Never Married, Not Cohabitating"
7688,1,"Never Married, Not Cohabitating"
7689,3,"Never Married, Cohabiting"
7691,4,"Never Married, Not Cohabitating"
7692,5,Married
7693,5,Married
7695,1,"Never Married, Cohabiting"
7696,3,Married
7697,6,"Never Married, Not Cohabitating"
7698,0,"Never Married, Not Cohabitating"
7699,1,Married
7700,0,"Never Married, Not Cohabitating"
7701,9,"Never Married, Not Cohabitating"
7702,3,Married
7703,2,"Never Married, Cohabiting"
7704,1,"Never Married, Cohabiting"
7705,6,"Never Married, Not Cohabitating"
7706,9,Divorced
7707,0,"Never Married, Not Cohabitating"
7709,2,"Never Married, Not Cohabitating"
7710,4,"Never Married, Not Cohabitating"
7711,4,Legally Separated
7712,1,"Never Married, Cohabiting"
7713,9,Married
7714,0,"Never Married, Not Cohabitating"
7715,3,Divorced
7716,0,"Never Married, Not Cohabitating"
7717,1,Married
7718,9,"Never Married, Cohabiting"
7719,0,"Never Married, Not Cohabitating"
7721,2,"Never Married, Not Cohabitating"
7722,2,"Never Married, Cohabiting"
7723,2,"Never Married, Not Cohabitating"
7724,1,Married
7725,6,Legally Separated
7730,9,"Never Married, Cohabiting"
7731,1,Married
7732,0,"Never Married, Not Cohabitating"
7733,3,Divorced
7736,1,Married
7737,7,Married
7739,0,"Never Married, Not Cohabitating"
7740,6,Married
7741,1,Married
7742,4,Married
7743,3,Married
7744,4,"Never Married, Not Cohabitating"
7746,11,"Never Married, Not Cohabitating"
7747,0,"Never Married, Not Cohabitating"
7748,1,Married
7749,5,Divorced
7751,6,"Never Married, Not Cohabitating"
7752,3,Married
7754,0,"Never Married, Not Cohabitating"
7755,3,Divorced
7758,3,Married
7759,3,"Never Married, Cohabiting"
7761,4,"Never Married, Not Cohabitating"
7762,1,"Never Married, Cohabiting"
7763,2,"Never Married, Cohabiting"
7764,0,"Never Married, Not Cohabitating"
7765,7,"Never Married, Cohabiting"
7767,4,"Never Married, Not Cohabitating"
7769,3,"Never Married, Cohabiting"
7770,3,Married
7771,5,Married
7772,3,Married
7773,0,"Never Married, Not Cohabitating"
7774,1,Married
7775,2,"Never Married, Not Cohabitating"
7776,3,Married
7777,2,"Never Married, Not Cohabitating"
7778,8,Married
7779,1,"Never Married, Not Cohabitating"
7780,6,"Never Married, Not Cohabitating"
7781,1,"Never Married, Cohabiting"
7782,1,Married
7783,4,"Never Married, Cohabiting"
7785,5,Married
7787,1,Married
7788,0,"Never Married, Not Cohabitating"
7789,4,"Never Married, Not Cohabitating"
7790,5,"Never Married, Cohabiting"
7791,12,"Never Married, Not Cohabitating"
7792,9,"Never Married, Cohabiting"
7793,1,Married
7794,13,Divorced
7795,3,Married
7796,2,"Never Married, Not Cohabitating"
7798,2,"Never Married, Not Cohabitating"
7799,2,"Never Married, Not Cohabitating"
7800,1,"Never Married, Cohabiting"
7801,0,"Never Married, Not Cohabitating"
7803,5,"Never Married, Not Cohabitating"
7804,5,Married
7805,6,"Never Married, Cohabiting"
7806,0,"Never Married, Not Cohabitating"
7807,1,Married
7809,4,"Never Married, Not Cohabitating"
7810,2,"Never Married, Not Cohabitating"
7811,4,"Never Married, Not Cohabitating"
7812,0,"Never Married, Not Cohabitating"
7813,6,Married
7814,7,Legally Separated
7815,1,Married
7816,4,"Never Married, Not Cohabitating"
7817,4,"Never Married, Not Cohabitating"
7818,2,"Never Married, Not Cohabitating"
7820,1,Married
7821,3,Married
7823,0,"Never Married, Not Cohabitating"
7824,3,Married
7825,1,Married
7826,0,"Never Married, Not Cohabitating"
7827,3,Divorced
7828,0,"Never Married, Not Cohabitating"
7829,0,"Never Married, Not Cohabitating"
7830,3,Divorced
7831,1,Married
7832,4,"Never Married, Not Cohabitating"
7833,3,Married
7835,5,"Never Married, Cohabiting"
7836,1,"Never Married, Cohabiting"
7837,3,"Never Married, Cohabiting"
7838,0,"Never Married, Not Cohabitating"
7839,1,Married
7840,7,"Never Married, Cohabiting"
7841,0,"Never Married, Not Cohabitating"
7842,1,"Never Married, Not Cohabitating"
7843,7,"Never Married, Not Cohabitating"
7844,2,"Never Married, Not Cohabitating"
7845,1,Married
7846,7,Married
7847,0,"Never Married, Not Cohabitating"
7848,4,"Never Married, Not Cohabitating"
7849,5,"Never Married, Cohabiting"
7850,2,"Never Married, Not Cohabitating"
7851,4,"Never Married, Not Cohabitating"
7852,7,Divorced
7855,3,Married
7856,2,"Never Married, Not Cohabitating"
7857,6,"Never Married, Not Cohabitating"
7859,2,"Never Married, Not Cohabitating"
7860,5,"Never Married, Not Cohabitating"
7861,6,"Never Married, Not Cohabitating"
7862,0,"Never Married, Not Cohabitating"
7863,1,"Never Married, Cohabiting"
7864,1,Married
7865,0,"Never Married, Not Cohabitating"
7866,0,"Never Married, Not Cohabitating"
7867,0,"Never Married, Not Cohabitating"
7868,6,"Never Married, Not Cohabitating"
7869,0,"Never Married, Not Cohabitating"
7870,2,"Never Married, Not Cohabitating"
7871,6,"Never Married, Not Cohabitating"
7872,4,"Never Married, Not Cohabitating"
7873,2,"Never Married, Not Cohabitating"
7874,0,"Never Married, Not Cohabitating"
7876,1,Married
7877,1,"Never Married, Cohabiting"
7878,2,Widowed
7879,1,Married
7880,1,Married
7881,3,Married
7883,0,"Never Married, Not Cohabitating"
7884,3,Married
7885,2,"Never Married, Not Cohabitating"
7886,4,"Never Married, Not Cohabitating"
7887,2,"Never Married, Not Cohabitating"
7888,5,Married
7890,1,"Never Married, Cohabiting"
7891,1,"Never Married, Cohabiting"
7892,1,"Never Married, Cohabiting"
7894,1,Married
7895,0,"Never Married, Not Cohabitating"
7899,5,"Never Married, Cohabiting"
7900,3,"Never Married, Cohabiting"
7901,4,"Never Married, Not Cohabitating"
7903,2,"Never Married, Not Cohabitating"
7904,1,"Never Married, Cohabiting"
7908,0,"Never Married, Not Cohabitating"
7910,1,Married
7911,4,"Never Married, Not Cohabitating"
7913,3,Married
7914,0,"Never Married, Not Cohabitating"
7915,0,"Never Married, Not Cohabitating"
7916,0,"Never Married, Not Cohabitating"
7917,0,"Never Married, Not Cohabitating"
7918,4,"Never Married, Not Cohabitating"
7919,3,Divorced
7920,5,Divorced
7921,6,"Never Married, Not Cohabitating"
7922,0,"Never Married, Not Cohabitating"
7923,6,"Never Married, Not Cohabitating"
7924,1,Married
7925,0,"Never Married, Not Cohabitating"
7926,1,Married
7927,0,"Never Married, Not Cohabitating"
7928,2,"Never Married, Not Cohabitating"
7929,0,"Never Married, Not Cohabitating"
7930,0,"Never Married, Not Cohabitating"
7933,1,"Never Married, Cohabiting"
7934,6,"Never Married, Cohabiting"
7935,3,"Never Married, Cohabiting"
7936,5,"Never Married, Cohabiting"
7937,4,"Never Married, Not Cohabitating"
7938,0,"Never Married, Not Cohabitating"
7939,7,Married
7942,0,"Never Married, Not Cohabitating"
7943,1,Married
7944,2,"Never Married, Not Cohabitating"
7946,1,Married
7947,0,"Never Married, Not Cohabitating"
7949,3,"Never Married, Cohabiting"
7950,6,"Never Married, Not Cohabitating"
7951,2,"Never Married, Cohabiting"
7952,3,"Never Married, Cohabiting"
7953,3,Married
7955,0,"Never Married, Not Cohabitating"
7956,6,"Never Married, Cohabiting"
7957,2,"Never Married, Not Cohabitating"
7958,2,"Never Married, Not Cohabitating"
7959,1,"Never Married, Not Cohabitating"
7960,1,Married
7961,3,Married
7963,8,"Never Married, Not Cohabitating"
7964,0,"Never Married, Not Cohabitating"
7965,3,Married
7966,0,"Never Married, Not Cohabitating"
7967,0,"Never Married, Not Cohabitating"
7968,1,"Never Married, Not Cohabitating"
7970,1,Married
7971,4,"Never Married, Not Cohabitating"
7972,1,Married
7973,4,"Never Married, Not Cohabitating"
7975,5,"Never Married, Cohabiting"
7976,0,"Never Married, Not Cohabitating"
7977,2,"Never Married, Not Cohabitating"
7978,1,Married
7979,2,"Never Married, Not Cohabitating"
7980,3,"Never Married, Cohabiting"
7981,2,"Never Married, Cohabiting"
7982,0,"Never Married, Not Cohabitating"
7983,0,"Never Married, Not Cohabitating"
7984,1,Married
7985,3,Married
7986,0,"Never Married, Not Cohabitating"
7987,0,"Never Married, Not Cohabitating"
7988,1,Married
7989,1,Married
7990,2,"Never Married, Not Cohabitating"
7991,0,"Never Married, Not Cohabitating"
7992,4,Legally Separated
7993,1,"Never Married, Cohabiting"
7994,0,"Never Married, Not Cohabitating"
7995,3,Married
7996,0,"Never Married, Not Cohabitating"
7997,1,Married
7999,1,Married
8000,1,Married
8001,3,"Never Married, Not Cohabitating"
8002,1,"Never Married, Cohabiting"
8004,0,"Never Married, Not Cohabitating"
8005,1,Married
8006,4,"Never Married, Not Cohabitating"
8007,3,Married
8008,1,Married
8009,2,"Never Married, Not Cohabitating"
8010,1,Married
8011,5,Married
8012,1,"Never Married, Not Cohabitating"
8013,4,"Never Married, Not Cohabitating"
8014,0,"Never Married, Not Cohabitating"
8015,3,Married
8016,0,"Never Married, Not Cohabitating"
8017,4,"Never Married, Not Cohabitating"
8018,1,Married
8019,0,"Never Married, Not Cohabitating"
8020,0,"Never Married, Not Cohabitating"
8021,4,Married
8022,1,Married
8024,7,"Never Married, Cohabiting"
8026,0,"Never Married, Not Cohabitating"
8027,1,"Never Married, Cohabiting"
8028,0,"Never Married, Not Cohabitating"
8029,14,"Never Married, Not Cohabitating"
8031,3,Married
8032,1,Married
8034,4,"Never Married, Not Cohabitating"
8037,3,"Never Married, Not Cohabitating"
8038,2,"Never Married, Not Cohabitating"
8039,0,"Never Married, Not Cohabitating"
8041,2,"Never Married, Not Cohabitating"
8043,4,Married
8044,4,Married
8049,4,"Never Married, Not Cohabitating"
8051,13,"Never Married, Not Cohabitating"
8052,5,Divorced
8053,0,"Never Married, Not Cohabitating"
8054,0,"Never Married, Not Cohabitating"
8055,7,Married
8056,4,"Never Married, Not Cohabitating"
8057,3,Married
8058,0,"Never Married, Not Cohabitating"
8059,4,"Never Married, Not Cohabitating"
8060,12,"Never Married, Not Cohabitating"
8061,5,"Never Married, Cohabiting"
8062,1,"Never Married, Cohabiting"
8063,5,Married
8064,1,Married
8065,1,Married
8066,3,"Never Married, Cohabiting"
8067,4,Divorced
8068,3,Divorced
8069,2,"Never Married, Not Cohabitating"
8071,0,"Never Married, Not Cohabitating"
8072,4,"Never Married, Not Cohabitating"
8073,3,"Never Married, Cohabiting"
8074,4,Divorced
8075,1,"Never Married, Cohabiting"
8076,2,"Never Married, Cohabiting"
8077,9,Divorced
8078,1,Married
8079,1,Married
8080,2,"Never Married, Not Cohabitating"
8081,4,"Never Married, Not Cohabitating"
8083,4,Married
8084,3,Married
8085,1,Married
8086,5,"Never Married, Cohabiting"
8087,2,"Never Married, Not Cohabitating"
8088,3,Married
8089,1,"Never Married, Cohabiting"
8091,2,"Never Married, Not Cohabitating"
8093,2,"Never Married, Not Cohabitating"
8094,3,"Never Married, Not Cohabitating"
8095,1,Married
8097,2,"Never Married, Not Cohabitating"
8098,3,"Never Married, Not Cohabitating"
8099,3,"Never Married, Cohabiting"
8100,2,"Never Married, Not Cohabitating"
8101,2,"Never Married, Not Cohabitating"
8102,3,Married
8103,1,"Never Married, Cohabiting"
8104,3,"Never Married, Cohabiting"
8105,4,"Never Married, Not Cohabitating"
8106,7,Divorced
8107,5,Divorced
8109,5,"Never Married, Cohabiting"
8110,7,Divorced
8111,4,"Never Married, Not Cohabitating"
8112,4,"Never Married, Not Cohabitating"
8113,3,"Never Married, Cohabiting"
8115,2,"Never Married, Not Cohabitating"
8116,2,"Never Married, Not Cohabitating"
8118,1,"Never Married, Cohabiting"
8119,7,"Never Married, Not Cohabitating"
8120,5,Married
8121,3,"Never Married, Cohabiting"
8122,1,Married
8123,0,"Never Married, Not Cohabitating"
8124,0,"Never Married, Not Cohabitating"
8125,0,"Never Married, Not Cohabitating"
8126,0,"Never Married, Not Cohabitating"
8127,1,Married
8128,6,"Never Married, Not Cohabitating"
8129,0,"Never Married, Not Cohabitating"
8130,3,Married
8131,2,"Never Married, Not Cohabitating"
8132,2,"Never Married, Not Cohabitating"
8133,2,"Never Married, Not Cohabitating"
8134,0,"Never Married, Not Cohabitating"
8135,7,"Never Married, Cohabiting"
8136,1,Married
8137,3,Divorced
8138,5,"Never Married, Not Cohabitating"
