,LCI,top3_2
2290,3,Married
2291,0,"Never Married, Not Cohabitating"
2292,0,"Never Married, Not Cohabitating"
2293,3,"Never Married, Cohabiting"
2294,3,Divorced
2295,1,Married
2297,0,"Never Married, Not Cohabitating"
2300,1,Married
2301,1,Married
2302,5,Married
2303,4,Married
2305,0,"Never Married, Not Cohabitating"
2306,11,Married
2307,2,"Never Married, Not Cohabitating"
2308,5,"Never Married, Not Cohabitating"
2309,1,"Never Married, Cohabiting"
2310,1,Married
2311,6,"Never Married, Not Cohabitating"
2312,6,Married
2313,8,"Never Married, Cohabiting"
2314,4,"Never Married, Not Cohabitating"
2315,1,Married
2316,3,Married
2317,3,Married
2318,3,Married
2319,4,Widowed
2320,6,"Never Married, Not Cohabitating"
2321,3,Married
2322,1,Married
2323,1,Married
2324,1,Married
2326,0,"Never Married, Not Cohabitating"
2327,0,"Never Married, Not Cohabitating"
2328,1,"Never Married, Cohabiting"
2329,1,Married
2330,3,Married
2331,3,Married
2332,3,Married
2333,7,Legally Separated
2334,1,"Never Married, Not Cohabitating"
2336,1,Married
2337,0,"Never Married, Not Cohabitating"
2338,1,Married
2339,3,"Never Married, Cohabiting"
2341,1,Married
2342,1,Married
2343,3,Married
2344,1,Married
2345,1,Married
2346,2,Married
2347,3,Married
2348,1,Married
2352,2,"Never Married, Cohabiting"
2354,0,"Never Married, Not Cohabitating"
2355,0,"Never Married, Not Cohabitating"
2356,5,"Never Married, Cohabiting"
2357,9,"Never Married, Cohabiting"
2358,3,"Never Married, Cohabiting"
2360,0,"Never Married, Not Cohabitating"
2361,0,"Never Married, Not Cohabitating"
2362,5,Married
2364,3,Married
2366,10,Divorced
2367,0,"Never Married, Not Cohabitating"
2368,2,"Never Married, Cohabiting"
2369,0,"Never Married, Not Cohabitating"
2370,1,Married
2371,2,"Never Married, Not Cohabitating"
2372,3,Married
2373,0,"Never Married, Not Cohabitating"
2374,3,Married
2376,1,Married
2377,1,Married
2378,2,"Never Married, Not Cohabitating"
2379,0,"Never Married, Not Cohabitating"
2380,1,Married
2381,1,"Never Married, Cohabiting"
2382,4,Married
2383,3,"Never Married, Cohabiting"
2384,0,"Never Married, Not Cohabitating"
2385,4,Married
2386,6,Married
2387,1,Married
2388,1,Married
2389,1,"Never Married, Cohabiting"
2390,1,Married
2391,1,"Never Married, Cohabiting"
2392,1,"Never Married, Cohabiting"
2393,1,Married
2394,1,Married
2395,2,"Never Married, Not Cohabitating"
2397,2,"Never Married, Cohabiting"
2398,1,Married
2399,1,Married
2400,3,"Never Married, Cohabiting"
2403,3,Married
2405,2,Married
2406,1,Married
2407,5,Married
2410,1,Married
2413,1,"Never Married, Cohabiting"
2414,2,"Never Married, Cohabiting"
2415,4,"Never Married, Cohabiting"
2416,1,Married
2417,2,"Never Married, Cohabiting"
2419,1,Married
2422,3,"Never Married, Cohabiting"
2423,12,"Never Married, Cohabiting"
2426,5,"Never Married, Cohabiting"
2427,4,Married
2430,1,Married
2431,4,Married
2435,1,Married
2436,3,"Never Married, Not Cohabitating"
2437,3,Married
2438,9,"Never Married, Not Cohabitating"
2439,1,Married
2441,6,"Never Married, Cohabiting"
2442,3,"Never Married, Cohabiting"
2443,9,"Never Married, Cohabiting"
2444,3,Married
2447,1,Married
2448,2,"Never Married, Not Cohabitating"
2449,1,Married
2450,5,Divorced
2451,1,Married
2452,14,"Never Married, Not Cohabitating"
2453,8,Legally Separated
2457,1,Married
2458,3,Divorced
2459,1,"Never Married, Cohabiting"
2460,1,Married
2461,0,"Never Married, Not Cohabitating"
2462,1,Married
2465,0,"Never Married, Not Cohabitating"
2469,3,Married
2470,3,Divorced
2473,0,"Never Married, Not Cohabitating"
2474,2,"Never Married, Cohabiting"
2475,1,Married
2476,1,Married
2477,1,Married
2478,7,"Never Married, Not Cohabitating"
2484,7,"Never Married, Not Cohabitating"
2486,0,"Never Married, Not Cohabitating"
2487,1,Married
2489,1,Married
2490,3,Married
2491,4,Divorced
2492,1,Married
2493,3,Married
2494,1,Married
2495,1,"Never Married, Cohabiting"
2496,4,Married
2497,6,Married
2498,10,"Never Married, Not Cohabitating"
2499,7,"Never Married, Cohabiting"
2500,1,Married
2501,7,"Never Married, Cohabiting"
2502,2,"Never Married, Not Cohabitating"
2503,6,Married
2504,1,Married
2505,9,Married
2506,0,"Never Married, Not Cohabitating"
2507,1,Married
2508,10,"Never Married, Not Cohabitating"
2509,2,Legally Separated
2511,5,Divorced
2512,11,Married
2513,3,Married
2514,1,Married
2515,4,Married
2516,6,Divorced
2518,1,Married
2519,1,Married
2520,3,"Never Married, Cohabiting"
2524,2,"Never Married, Not Cohabitating"
2525,4,Married
2526,5,Married
2527,7,"Never Married, Cohabiting"
2528,1,"Never Married, Cohabiting"
2529,13,"Never Married, Cohabiting"
2530,7,"Never Married, Cohabiting"
2531,3,"Never Married, Cohabiting"
2532,1,"Never Married, Cohabiting"
2533,1,"Never Married, Not Cohabitating"
2534,1,Married
2539,1,Married
2540,1,Married
2541,1,"Never Married, Cohabiting"
2543,1,Married
2544,3,"Never Married, Not Cohabitating"
2545,1,Married
2546,2,"Never Married, Not Cohabitating"
2548,1,Married
2549,3,Married
2550,1,Married
2553,0,"Never Married, Not Cohabitating"
2554,1,Married
2555,4,Divorced
2556,1,Married
2557,3,Married
2558,4,"Never Married, Cohabiting"
2559,3,"Never Married, Cohabiting"
2560,1,Married
2561,1,"Never Married, Cohabiting"
2562,1,Married
2564,4,Divorced
2565,0,"Never Married, Not Cohabitating"
2566,1,"Never Married, Cohabiting"
2567,1,Married
2568,1,Married
2569,1,Married
2570,6,Married
2571,1,Married
2573,3,Married
2575,1,Married
2576,3,Divorced
2577,1,Married
2579,3,Married
2581,1,"Never Married, Cohabiting"
2582,3,Married
2583,1,Married
2585,9,Married
2586,4,"Never Married, Not Cohabitating"
2588,0,"Never Married, Not Cohabitating"
2589,3,Divorced
2590,0,"Never Married, Not Cohabitating"
2591,2,"Never Married, Not Cohabitating"
2592,1,Married
2593,3,Married
2594,1,"Never Married, Cohabiting"
2595,4,Married
2596,3,"Never Married, Cohabiting"
2597,3,Married
2599,1,"Never Married, Cohabiting"
2600,3,Divorced
2602,0,"Never Married, Not Cohabitating"
2603,3,Married
2604,3,"Never Married, Cohabiting"
2605,3,Divorced
2606,1,Married
2607,1,Married
2608,4,"Never Married, Cohabiting"
2610,3,"Never Married, Cohabiting"
2611,1,Married
2612,3,Divorced
2614,1,Married
2615,3,Married
2617,1,Married
2618,1,Married
2620,1,Married
2621,1,Married
2622,1,Married
2623,3,Divorced
2626,1,Married
2628,4,"Never Married, Not Cohabitating"
2630,1,Married
2631,1,Married
2633,4,Married
2634,1,Married
2636,1,Married
2638,6,Divorced
2639,7,"Never Married, Not Cohabitating"
2641,2,Legally Separated
2643,5,Divorced
2645,0,"Never Married, Not Cohabitating"
2646,3,Divorced
2647,8,Legally Separated
2648,1,Married
2649,3,Married
2650,8,"Never Married, Not Cohabitating"
2651,7,Married
2652,1,Married
2654,1,Married
2655,3,Married
2656,1,Married
2657,4,Married
2658,1,Married
2659,0,"Never Married, Not Cohabitating"
2660,2,"Never Married, Not Cohabitating"
2662,3,Divorced
2663,1,Married
2664,0,"Never Married, Not Cohabitating"
2666,1,Married
2667,3,Divorced
2668,1,Married
2669,3,Married
2670,1,"Never Married, Cohabiting"
2673,1,Married
2674,6,"Never Married, Not Cohabitating"
2675,1,Married
2676,4,"Never Married, Not Cohabitating"
2677,2,"Never Married, Not Cohabitating"
2678,1,Married
2679,4,"Never Married, Not Cohabitating"
2682,4,Married
2685,5,"Never Married, Not Cohabitating"
2687,3,Married
2688,3,Divorced
2689,7,Divorced
2690,11,Married
2691,3,"Never Married, Cohabiting"
2693,3,Married
2694,1,Married
2695,2,"Never Married, Not Cohabitating"
2696,1,Married
2697,1,Married
2698,6,"Never Married, Cohabiting"
2699,5,Married
2700,5,Divorced
2701,0,"Never Married, Not Cohabitating"
2702,1,"Never Married, Cohabiting"
2703,2,"Never Married, Not Cohabitating"
2704,1,"Never Married, Cohabiting"
2705,0,"Never Married, Not Cohabitating"
2706,7,Divorced
2707,3,"Never Married, Cohabiting"
2709,0,"Never Married, Not Cohabitating"
2710,1,Married
2711,2,"Never Married, Not Cohabitating"
2712,2,"Never Married, Not Cohabitating"
2713,3,"Never Married, Cohabiting"
2714,0,"Never Married, Not Cohabitating"
2715,2,Legally Separated
2716,5,"Never Married, Not Cohabitating"
2717,2,"Never Married, Not Cohabitating"
2718,0,"Never Married, Not Cohabitating"
2719,1,Married
2721,1,Married
2722,1,Married
2723,1,Married
2724,1,Married
2725,1,Married
2726,1,Married
2727,2,"Never Married, Not Cohabitating"
2728,1,Married
2729,1,Married
2730,3,Married
2731,1,Married
2732,1,Married
2733,5,Married
2735,0,"Never Married, Not Cohabitating"
2736,1,"Never Married, Cohabiting"
2737,1,Married
2738,3,Married
2739,3,Married
2740,8,Divorced
2743,3,Married
2744,1,Married
2745,5,Married
2746,5,"Never Married, Not Cohabitating"
2747,1,Married
2748,1,Married
2749,0,"Never Married, Not Cohabitating"
2750,1,Married
2751,3,Married
2752,1,Married
2753,3,"Never Married, Cohabiting"
2754,0,"Never Married, Not Cohabitating"
2755,5,Married
2756,1,Married
2757,1,"Never Married, Not Cohabitating"
2758,5,"Never Married, Not Cohabitating"
2760,3,"Never Married, Cohabiting"
2761,2,"Never Married, Not Cohabitating"
2762,0,"Never Married, Not Cohabitating"
2769,1,Married
2770,1,Married
2771,4,Married
2772,1,"Never Married, Not Cohabitating"
2773,1,Married
2774,1,Married
2775,1,Married
2776,3,Married
2778,0,"Never Married, Not Cohabitating"
2779,1,Married
2780,1,Married
2781,1,Married
2782,3,Divorced
2783,1,Married
2784,1,Married
2785,1,Married
2786,1,Married
2787,3,Married
2788,1,Married
2789,3,Married
2792,5,"Never Married, Not Cohabitating"
2793,7,Married
2794,5,Divorced
2795,3,Married
2796,1,Married
2799,3,Married
2800,1,Married
2801,0,"Never Married, Not Cohabitating"
2803,3,Married
2804,3,Divorced
2805,7,"Never Married, Not Cohabitating"
2806,1,Married
2807,3,Married
2809,1,"Never Married, Cohabiting"
2810,2,"Never Married, Cohabiting"
2812,1,Married
2815,0,"Never Married, Not Cohabitating"
2816,7,"Never Married, Cohabiting"
2818,2,"Never Married, Cohabiting"
2819,1,"Never Married, Cohabiting"
2820,4,"Never Married, Not Cohabitating"
2821,0,"Never Married, Not Cohabitating"
2822,3,Married
2823,4,"Never Married, Not Cohabitating"
2825,3,Divorced
2826,1,Married
2827,0,"Never Married, Not Cohabitating"
2829,2,"Never Married, Not Cohabitating"
2830,1,Married
2833,3,Divorced
2834,1,Married
2835,1,Married
2837,5,Married
2838,1,Married
2839,3,Divorced
2840,3,Divorced
2842,11,Married
2843,6,Married
2845,5,"Never Married, Cohabiting"
2847,0,"Never Married, Not Cohabitating"
2848,1,Married
2849,3,Married
2850,6,Married
2852,0,"Never Married, Not Cohabitating"
2853,1,Married
2854,8,Married
2855,4,Legally Separated
2856,5,Divorced
2858,2,"Never Married, Not Cohabitating"
2859,7,Divorced
2860,1,"Never Married, Cohabiting"
2861,3,"Never Married, Not Cohabitating"
2862,4,"Never Married, Not Cohabitating"
2864,1,Married
2865,1,Married
2867,1,Married
2868,1,Married
2870,1,Married
2871,1,Married
2874,1,Married
2876,1,Married
2877,0,"Never Married, Not Cohabitating"
2878,1,Married
2880,1,Married
2881,1,Married
2885,1,Married
2886,1,Married
2888,1,Married
2889,4,Legally Separated
2891,1,Married
2892,0,"Never Married, Not Cohabitating"
2894,0,"Never Married, Not Cohabitating"
2896,4,"Never Married, Not Cohabitating"
2897,3,"Never Married, Cohabiting"
2898,8,Legally Separated
2899,1,"Never Married, Cohabiting"
2901,0,"Never Married, Not Cohabitating"
2902,2,"Never Married, Not Cohabitating"
2903,4,"Never Married, Not Cohabitating"
2904,3,Married
2905,3,Married
2906,7,Divorced
2907,3,Married
2908,1,"Never Married, Cohabiting"
2909,0,"Never Married, Not Cohabitating"
2915,2,"Never Married, Not Cohabitating"
2916,1,"Never Married, Cohabiting"
2917,5,Divorced
2918,4,Married
2919,1,"Never Married, Cohabiting"
2920,5,Married
2921,5,"Never Married, Not Cohabitating"
2924,2,"Never Married, Not Cohabitating"
2925,0,"Never Married, Not Cohabitating"
2926,1,Married
2927,5,Divorced
2928,1,"Never Married, Cohabiting"
2929,0,"Never Married, Not Cohabitating"
2930,1,Married
2931,1,Married
2932,1,Married
2933,1,"Never Married, Cohabiting"
2934,0,"Never Married, Not Cohabitating"
2935,0,"Never Married, Not Cohabitating"
2936,0,"Never Married, Not Cohabitating"
2937,1,Married
2939,3,Married
2940,1,Married
2941,5,"Never Married, Cohabiting"
2943,0,"Never Married, Not Cohabitating"
2944,4,Divorced
2945,1,Married
2946,4,"Never Married, Cohabiting"
2947,2,"Never Married, Not Cohabitating"
2948,5,Married
2949,3,Married
2950,1,Married
2952,3,"Never Married, Cohabiting"
2953,0,"Never Married, Not Cohabitating"
2955,3,Married
2956,1,"Never Married, Cohabiting"
2959,3,"Never Married, Cohabiting"
2960,3,"Never Married, Cohabiting"
2961,0,"Never Married, Not Cohabitating"
2962,1,"Never Married, Cohabiting"
2964,3,Divorced
2966,3,Married
2970,4,"Never Married, Not Cohabitating"
2971,3,Married
2972,1,Married
2973,1,"Never Married, Cohabiting"
2974,1,Married
2975,1,Married
2976,7,Married
2977,2,"Never Married, Not Cohabitating"
2978,3,Married
2979,1,Married
2980,4,Divorced
2981,1,"Never Married, Cohabiting"
2982,1,"Never Married, Cohabiting"
2983,1,Married
2984,4,Married
2985,2,Married
2987,1,"Never Married, Not Cohabitating"
2988,5,"Never Married, Not Cohabitating"
2989,0,"Never Married, Not Cohabitating"
2991,1,Married
2992,0,"Never Married, Not Cohabitating"
2993,5,Divorced
2996,5,Married
2998,2,"Never Married, Not Cohabitating"
2999,1,Married
3000,2,"Never Married, Not Cohabitating"
3001,1,Married
3003,3,Married
3005,3,Divorced
3006,1,Married
3007,3,Divorced
3008,8,Married
3009,1,Married
3010,3,Married
3011,1,Married
3012,0,"Never Married, Not Cohabitating"
3013,3,Divorced
3015,6,Divorced
3016,1,Married
3017,1,Married
3018,1,Married
3019,5,"Never Married, Not Cohabitating"
3020,2,"Never Married, Not Cohabitating"
3021,3,"Never Married, Cohabiting"
3022,1,Married
3023,1,Married
3024,4,Married
3025,1,"Never Married, Cohabiting"
3026,1,Married
3027,1,Married
3029,3,"Never Married, Cohabiting"
3030,0,"Never Married, Not Cohabitating"
3031,0,"Never Married, Not Cohabitating"
3032,2,"Never Married, Not Cohabitating"
3033,1,Married
3034,3,Married
3035,2,"Never Married, Not Cohabitating"
3036,3,Married
3038,0,"Never Married, Not Cohabitating"
3039,1,Married
3040,2,"Never Married, Not Cohabitating"
3041,1,Married
3045,3,Married
3046,0,"Never Married, Not Cohabitating"
3047,3,Divorced
3048,0,"Never Married, Not Cohabitating"
3049,4,Divorced
3050,2,"Never Married, Not Cohabitating"
3051,3,"Never Married, Cohabiting"
3052,3,Married
3053,4,"Never Married, Not Cohabitating"
3058,1,Married
3059,1,Married
3060,1,"Never Married, Cohabiting"
3061,1,Married
3062,1,Married
3063,1,Married
3064,1,Married
3066,0,"Never Married, Not Cohabitating"
3067,1,Married
3068,1,Married
3070,1,Married
3071,4,Married
3072,0,"Never Married, Not Cohabitating"
3073,3,Married
3074,1,Married
3078,1,Married
3079,1,"Never Married, Cohabiting"
3080,3,Married
3081,1,Married
3082,1,Married
3083,1,Married
3084,1,Married
3085,3,Divorced
3087,1,Married
3088,2,Legally Separated
3089,4,"Never Married, Not Cohabitating"
3090,2,"Never Married, Not Cohabitating"
3091,1,Married
3092,4,Divorced
3093,1,Married
3094,3,Married
3095,12,Divorced
3096,1,Married
3097,2,"Never Married, Not Cohabitating"
3098,1,Married
3099,7,"Never Married, Cohabiting"
3100,1,"Never Married, Cohabiting"
3101,3,Married
3102,4,"Never Married, Not Cohabitating"
3103,2,"Never Married, Not Cohabitating"
3104,0,"Never Married, Not Cohabitating"
3107,0,"Never Married, Not Cohabitating"
3108,2,"Never Married, Not Cohabitating"
3109,0,"Never Married, Not Cohabitating"
3110,3,"Never Married, Cohabiting"
3111,2,"Never Married, Not Cohabitating"
3112,0,"Never Married, Not Cohabitating"
3113,1,"Never Married, Cohabiting"
3114,5,"Never Married, Cohabiting"
3115,3,"Never Married, Cohabiting"
3116,2,"Never Married, Not Cohabitating"
3117,1,"Never Married, Cohabiting"
3118,1,Married
3120,7,Divorced
3122,0,"Never Married, Not Cohabitating"
3123,1,Married
3124,4,Married
3126,1,Married
3127,1,Married
3130,4,Married
3131,1,"Never Married, Cohabiting"
3133,1,Married
3134,0,"Never Married, Not Cohabitating"
3135,1,Married
3137,7,Married
3138,0,"Never Married, Not Cohabitating"
3139,6,"Never Married, Not Cohabitating"
3140,9,"Never Married, Cohabiting"
3141,1,Married
3142,1,Married
3143,1,Married
3144,10,"Never Married, Cohabiting"
3145,3,Married
3146,4,Married
3147,5,Married
3149,0,"Never Married, Not Cohabitating"
3150,1,Married
3152,1,"Never Married, Cohabiting"
3154,1,Married
3155,5,Married
3156,1,Married
3157,8,"Never Married, Not Cohabitating"
3158,1,Married
3159,5,Married
3160,1,Married
3161,3,"Never Married, Cohabiting"
3162,1,Married
3163,5,Married
3164,0,"Never Married, Not Cohabitating"
3165,3,"Never Married, Cohabiting"
3166,5,Divorced
3167,5,Divorced
3168,4,Divorced
3170,4,Married
3171,1,Married
3173,1,"Never Married, Cohabiting"
3174,1,Married
3175,1,Married
3176,1,Married
3177,4,Divorced
3179,3,Married
3180,5,Married
3182,1,Married
3183,1,Married
3185,1,Married
3187,1,Married
3188,3,Divorced
3189,1,Married
3190,1,Married
3192,6,Divorced
3193,3,"Never Married, Cohabiting"
3194,1,"Never Married, Not Cohabitating"
3195,3,"Never Married, Cohabiting"
3196,3,Divorced
3197,1,Married
3199,2,"Never Married, Not Cohabitating"
3200,0,"Never Married, Not Cohabitating"
3202,0,"Never Married, Not Cohabitating"
3204,0,"Never Married, Not Cohabitating"
3205,0,"Never Married, Not Cohabitating"
3206,8,Divorced
3207,1,Married
3208,3,Divorced
3209,1,Married
3212,5,Married
3213,4,Divorced
3214,1,Married
3215,3,Married
3216,3,Married
3217,1,"Never Married, Cohabiting"
3218,2,"Never Married, Cohabiting"
3220,4,"Never Married, Not Cohabitating"
3221,3,"Never Married, Cohabiting"
3222,3,"Never Married, Cohabiting"
3223,4,Married
3224,3,Married
3225,0,"Never Married, Not Cohabitating"
3226,1,Married
3228,1,Married
3230,1,Married
3231,1,Married
3232,0,"Never Married, Not Cohabitating"
3233,7,Divorced
3234,3,Divorced
3235,3,Married
3236,4,Married
3238,3,Married
3239,2,"Never Married, Not Cohabitating"
3240,1,Married
3241,1,Married
3242,1,Married
3243,3,Married
3244,1,Married
3245,2,"Never Married, Not Cohabitating"
3246,1,"Never Married, Not Cohabitating"
3247,7,Married
3248,8,Divorced
3249,3,"Never Married, Cohabiting"
3251,1,Married
3252,0,"Never Married, Not Cohabitating"
3253,3,Divorced
3254,1,Married
3256,0,"Never Married, Not Cohabitating"
3259,1,"Never Married, Cohabiting"
3260,1,Married
3262,1,Married
3263,1,Married
3264,3,"Never Married, Cohabiting"
3265,3,Divorced
3266,3,Married
3267,2,"Never Married, Not Cohabitating"
3268,3,Divorced
3269,1,"Never Married, Not Cohabitating"
3272,3,Married
3274,6,"Never Married, Not Cohabitating"
3275,1,Married
3276,1,Married
3277,0,"Never Married, Not Cohabitating"
3278,0,"Never Married, Not Cohabitating"
3279,1,Married
3280,1,Married
3281,1,Married
3282,1,"Never Married, Cohabiting"
3283,5,"Never Married, Cohabiting"
3284,5,Legally Separated
3286,4,Married
3287,1,Married
3289,1,Married
3290,1,Married
3291,2,"Never Married, Not Cohabitating"
3293,3,Married
3295,0,"Never Married, Not Cohabitating"
3296,0,"Never Married, Not Cohabitating"
3297,3,Divorced
3298,1,"Never Married, Cohabiting"
3301,7,Married
3303,5,Divorced
3305,1,Married
3306,1,Married
3308,0,"Never Married, Not Cohabitating"
3309,5,"Never Married, Not Cohabitating"
3310,7,"Never Married, Cohabiting"
3311,1,"Never Married, Cohabiting"
3312,6,Legally Separated
3313,1,Married
3314,10,Married
3315,0,"Never Married, Not Cohabitating"
3316,3,Married
3317,3,Married
3318,1,Married
3319,1,Married
3320,4,"Never Married, Not Cohabitating"
3321,1,"Never Married, Cohabiting"
3322,4,Legally Separated
3323,1,Married
3325,5,Legally Separated
3327,1,Married
3328,5,Married
3329,0,"Never Married, Not Cohabitating"
3330,0,"Never Married, Not Cohabitating"
3331,3,Married
3332,1,Married
3333,5,"Never Married, Not Cohabitating"
3334,3,Married
3336,3,Married
3338,1,Married
3339,3,Married
3340,1,Married
3341,4,Married
3342,1,Married
3343,4,Married
3344,10,"Never Married, Not Cohabitating"
3345,3,Divorced
3346,7,Married
3347,1,Married
3348,1,Married
3349,7,"Never Married, Cohabiting"
3350,3,Divorced
3351,3,"Never Married, Cohabiting"
3352,2,"Never Married, Not Cohabitating"
3353,5,Married
3354,5,Married
3355,4,"Never Married, Not Cohabitating"
3358,3,Divorced
3359,0,"Never Married, Not Cohabitating"
3360,3,Married
3361,1,Married
3362,1,Married
3363,2,"Never Married, Not Cohabitating"
3365,1,"Never Married, Cohabiting"
3367,1,"Never Married, Cohabiting"
3368,0,"Never Married, Not Cohabitating"
3369,1,"Never Married, Cohabiting"
3372,1,Married
3373,1,Married
3375,1,"Never Married, Cohabiting"
3377,5,"Never Married, Cohabiting"
3378,2,"Never Married, Not Cohabitating"
3379,1,Married
3380,0,"Never Married, Not Cohabitating"
3381,3,Married
3382,2,"Never Married, Not Cohabitating"
3383,0,"Never Married, Not Cohabitating"
3384,1,Married
3385,3,"Never Married, Cohabiting"
3386,3,"Never Married, Cohabiting"
3387,1,Married
3388,3,"Never Married, Not Cohabitating"
3391,1,Married
3392,3,Married
3393,3,Married
3394,5,Married
3395,3,Legally Separated
3396,4,Married
3397,6,Married
3398,14,"Never Married, Not Cohabitating"
3399,0,"Never Married, Not Cohabitating"
3400,0,"Never Married, Not Cohabitating"
3401,0,"Never Married, Not Cohabitating"
3402,1,Married
3403,1,Married
3404,2,"Never Married, Not Cohabitating"
3405,3,Divorced
3406,3,Married
3407,1,Married
3408,1,Married
3409,1,Married
3410,1,Married
3411,1,Married
3412,2,"Never Married, Not Cohabitating"
3414,1,Married
3417,5,Married
3418,0,"Never Married, Not Cohabitating"
3419,4,Divorced
3420,1,Married
3421,3,Married
3422,7,Married
3423,1,Married
3424,4,"Never Married, Not Cohabitating"
3425,0,"Never Married, Not Cohabitating"
3427,2,"Never Married, Not Cohabitating"
3428,3,Married
3430,5,Divorced
3432,0,"Never Married, Not Cohabitating"
3433,1,Married
3434,3,Married
3435,0,"Never Married, Not Cohabitating"
3436,7,Divorced
3437,4,"Never Married, Not Cohabitating"
3438,1,Married
3439,2,"Never Married, Not Cohabitating"
3441,2,"Never Married, Not Cohabitating"
3442,1,Married
3443,0,"Never Married, Not Cohabitating"
3444,4,"Never Married, Cohabiting"
3446,1,"Never Married, Cohabiting"
3447,0,"Never Married, Not Cohabitating"
3448,1,Married
3449,1,Married
3450,1,Married
3451,0,"Never Married, Not Cohabitating"
3452,3,"Never Married, Cohabiting"
3453,4,"Never Married, Not Cohabitating"
3455,1,Married
3456,1,Married
3458,7,"Never Married, Cohabiting"
3459,1,Married
3460,3,Married
3463,1,Married
3465,0,"Never Married, Not Cohabitating"
3467,1,Married
3468,3,"Never Married, Cohabiting"
3469,1,Married
3471,1,Married
3473,3,Married
3475,3,Divorced
3476,2,Legally Separated
3477,3,Married
3478,3,Divorced
3480,8,Legally Separated
3481,1,Married
3484,1,Married
3486,1,"Never Married, Cohabiting"
3487,3,"Never Married, Cohabiting"
3488,6,"Never Married, Not Cohabitating"
3489,1,Married
3490,3,Divorced
3492,1,Married
3493,0,"Never Married, Not Cohabitating"
3494,2,"Never Married, Not Cohabitating"
3495,1,Married
3496,1,Married
3498,6,"Never Married, Not Cohabitating"
3499,3,"Never Married, Cohabiting"
3500,6,"Never Married, Cohabiting"
3501,0,"Never Married, Not Cohabitating"
3502,3,"Never Married, Cohabiting"
3503,2,"Never Married, Not Cohabitating"
3504,0,"Never Married, Not Cohabitating"
3506,0,"Never Married, Not Cohabitating"
3507,1,Married
3508,11,"Never Married, Not Cohabitating"
3509,0,"Never Married, Not Cohabitating"
3510,3,"Never Married, Cohabiting"
3511,2,"Never Married, Not Cohabitating"
3512,9,Divorced
3513,1,Married
3515,0,"Never Married, Not Cohabitating"
3517,1,Married
3518,1,"Never Married, Cohabiting"
3519,1,Married
3520,1,Married
3521,1,Married
3522,11,Divorced
3523,3,Married
3525,1,Married
3526,1,Married
3527,0,"Never Married, Not Cohabitating"
3528,0,"Never Married, Not Cohabitating"
3529,5,"Never Married, Cohabiting"
3530,0,"Never Married, Not Cohabitating"
3531,4,Married
3532,2,"Never Married, Not Cohabitating"
3533,6,"Never Married, Not Cohabitating"
3534,0,"Never Married, Not Cohabitating"
3536,3,Divorced
3537,5,Divorced
3538,4,Married
3539,5,Married
3540,4,Married
3543,13,"Never Married, Not Cohabitating"
3544,8,"Never Married, Not Cohabitating"
3545,8,Divorced
3546,1,Married
3547,3,"Never Married, Not Cohabitating"
3548,0,"Never Married, Not Cohabitating"
3549,3,Married
3551,3,Divorced
3552,1,Married
3553,1,Married
3554,1,Married
3556,4,"Never Married, Not Cohabitating"
3558,1,"Never Married, Cohabiting"
3559,1,Married
3560,1,Married
3561,2,"Never Married, Cohabiting"
3562,5,"Never Married, Cohabiting"
3563,1,Married
3565,2,"Never Married, Not Cohabitating"
3566,0,"Never Married, Not Cohabitating"
3567,2,"Never Married, Cohabiting"
3568,1,Married
3569,0,"Never Married, Not Cohabitating"
3570,1,Married
3571,5,"Never Married, Cohabiting"
3572,5,Married
3573,0,"Never Married, Not Cohabitating"
3574,6,Legally Separated
3576,3,"Never Married, Cohabiting"
3577,4,"Never Married, Not Cohabitating"
3578,1,Married
3579,1,Married
3580,1,"Never Married, Cohabiting"
3581,3,Married
3583,0,"Never Married, Not Cohabitating"
3584,1,Married
3585,1,"Never Married, Cohabiting"
3588,4,Married
3590,0,"Never Married, Not Cohabitating"
3591,0,"Never Married, Not Cohabitating"
3592,0,"Never Married, Not Cohabitating"
3594,3,"Never Married, Cohabiting"
3595,0,"Never Married, Not Cohabitating"
3597,1,Married
3599,7,Divorced
3600,1,"Never Married, Cohabiting"
3602,1,Married
3604,3,"Never Married, Cohabiting"
3605,0,"Never Married, Not Cohabitating"
3606,2,"Never Married, Cohabiting"
3608,4,Married
3609,1,Married
3612,1,Married
3613,5,"Never Married, Cohabiting"
3614,3,Married
3615,5,Divorced
3616,0,"Never Married, Not Cohabitating"
3617,0,"Never Married, Not Cohabitating"
3618,4,"Never Married, Not Cohabitating"
3619,3,"Never Married, Cohabiting"
3622,3,Married
3623,1,Married
3624,1,"Never Married, Cohabiting"
3625,1,"Never Married, Not Cohabitating"
3628,1,"Never Married, Cohabiting"
3629,3,Married
3630,0,"Never Married, Not Cohabitating"
3631,0,"Never Married, Not Cohabitating"
3632,1,"Never Married, Cohabiting"
3634,1,Married
3635,4,Married
3636,1,"Never Married, Cohabiting"
3637,0,"Never Married, Not Cohabitating"
3638,0,"Never Married, Not Cohabitating"
3640,4,"Never Married, Cohabiting"
3641,0,"Never Married, Not Cohabitating"
3642,0,"Never Married, Not Cohabitating"
3643,2,"Never Married, Not Cohabitating"
3644,5,Married
3645,13,"Never Married, Cohabiting"
3647,7,"Never Married, Cohabiting"
3648,0,"Never Married, Not Cohabitating"
3650,3,"Never Married, Cohabiting"
